PartNo,PartRev,PartStatus,PartDescription,PartGroupCode,PartNominal,PartGroupSubCode,PartAdditionalRef,PartDrawingNo,PartDrawingPath,PartMainlyPurchased,PartMaterialSpec,PartMaterialCost,PartMaterialCostStd,PartLabourSetUpCost,PartLabourRunCost,PartLabourCostStd,PartSubconCostStd,PartLabourSetUpTime,PartLabourRunTime,PartPurchasingCost,PartSubContractCost,PartSundryCost,PartSellingPrice,PartStandardCost,PartUOM,PartUOP,PartUOMUOPConv,PartDefLocation,PartStockActive,PartStockQuarantine,PartStockSORequirement,PartStockWORequirement,PartStockSOAllocated,PartStockOnOrderSO,PartStockOnOrderPO,PartStockOnOrderWO,PartLeadTime,PartLeadTimeSales,PartLeadTimeMan,PartMOQWO,PartMOQSO,PartMOQPO,PartMinStockLev,PartSafetyStockLev,PartROL,PartROLUOM,PartROQ,PartROQUOM,PartWidth,PartReviewed,PartPrefSupplier,PartDefCust,PartCommodityCode,PartWeight,PartNominal_PO,PartStockableItem,PartLifedItem,PartSaleableItem,PartCreated,PartBOMName,PartBOMRev,PartRoutName,PartRoutRev,PartGenTypeName,PartCalibToolRef,PartDefaultAltCust,PartDefaultAltSupp,PartPhantom,PartStandardCostAutoUpdate,PartCofCRequired,PartRequiresRelease,PartDefaultJobType,PartIsForecastItem,PartStockWORequirement_Forecast,PartStockOnOrderWO_Forecast,PartLabourSetUpCost_SalesRate,PartLabourRunCost_SalesRate,PartMachiningPercentage,PartMaxStockLev,PartSheetX,PartSheetY,PartStockCategory,PartRoundUpBatchQty,PartBatchQtyWO,PartBatchQtyPO,PartPurchasingCostLastUpdated,PartSellingPriceLastUpdated,PartStandardCostLastUpdated,PartFinishType,PartPricePerKG,PartLinkedPN,PartLastStockCheck,PartSheetThickness,PartSheetGrade,PartStockedIn,PartPurchasingCostPerTonne,PartReclaim,PartSectionalArea,PartStandardLength,PartStandardBreadth,PartBOMPath,PartIsFreeIssueItem,PartVATIDOverwrite_Sales,PartVATID_Sales,PartVATIDOverwrite_Purchase,PartVATID_Purchase,PartStockRequiresRelease,PartBOMLocked,PartRoutingLocked,PartBOMWeight,PartUsedInUnit,PartMSLOfStdSizeUnits,InventoryAssociatedDocuments,InventoryLaserParameters(PartNo),InventoryLaserParameters(PartNo) 2,InventoryPartBOM(PartNo),InventoryPartBOM(PartNo) 2,InventoryPartRouting,InventoryPriceMatrix,InventorySubContractPriceMatrix_NEW,SalesOrderDetails,StockAllocationWO,WorksOrdersBOM,tlkpFinishType,tlkpInventoryGroupCode,tlkpInventoryStatus,tlkpStockLocations,tlkpWOJobType,zzz_InventoryBOM(PartNo),zzz_InventoryBOM(PartNo) 2
Assembly Buy Outs ATOM,null,1,Buy Outs for Assembly of ATOM,SALES,(Default),null,null,null,null,FALSE,null,1,1,0,34,34,0,0,1,0,0,0,0,0,Each,Each,1,3 SHOP ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,null,0,null,0,FALSE,null,null,(Default),0,(Default),FALSE,FALSE,FALSE,17/01/2012 00:00:00,STANDARD,1,STANDARD,1,,0,null,null,FALSE,01/01/2000 00:00:00,FALSE,FALSE,null,null,0,0,0,34,null,0,null,null,null,FALSE,0,0,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,FALSE,null,null,null,null,0,null,null,null,null,0,[Table],[Table],[Table],[Table],[Table],[Table],[Table],[Table],[Table],[Table],[Table],,,,,,[Table],[Table]
Assembly Cent Winch Sys,null,1,Assembly of Centurion Winch System,SALES,(Default),null,null,null,null,FALSE,null,5670,5670,0,0,0,0,0,0,0,0,0,0,0,Each,Each,1,3 SHOP ,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,null,0,null,0,FALSE,null,null,(Default),0,(Default),FALSE,FALSE,FALSE,12/01/2012 00:00:00,STANDARD,1,STANDARD,1,,0,null,null,FALSE,01/01/2000 00:00:00,FALSE,FALSE,null,null,0,0,0,0,null,0,null,null,null,FALSE,0,0,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,FALSE,null,null,null,null,0,null,null,null,null,0,[Table],[Table],[Table],[Table],[Table],[Table],[Table],[Table],[Table],[Table],[Table],,,,,,[Table],[Table]
Assembly of Docking Head,null,1,"Assembly of Docking Head Components and Docking Head to A-Frame DRG AD0373, AC3029, AD6623, AA7874, AC7570",SALES,(Default),null,null,null,null,FALSE,null,0,0,0,0,0,0,0,0,0,0,0,0,0,Each,Each,1,3 SHOP ,0,0,0,0,0,0,0,0,7,7,7,0,0,0,0,0,0,null,0,null,0,FALSE,null,null,(Default),0,(Default),FALSE,FALSE,FALSE,28/07/2011 00:00:00,Manually Edited,1,STANDARD,1,,0,null,null,FALSE,01/01/2000 00:00:00,FALSE,FALSE,null,null,0,0,0,0,null,0,null,null,null,FALSE,0,0,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,FALSE,null,null,null,null,0,null,null,null,null,0,[Table],[Table],[Table],[Table],[Table],[Table],[Table],[Table],[Table],[Table],[Table],,,,,,[Table],[Table]
Assembly of Docking Head ATOM,null,1,Assembly of Docking Head ATOM,SALES,(Default),null,null,null,null,FALSE,null,1,1,0,34,34,0,0,1,0,0,0,0,0,Each,Each,1,3 SHOP ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,null,0,null,0,FALSE,null,null,(Default),0,(Default),FALSE,FALSE,FALSE,17/01/2012 00:00:00,STANDARD,1,STANDARD,1,,0,null,null,FALSE,01/01/2000 00:00:00,FALSE,FALSE,null,null,0,0,0,34,null,0,null,null,null,FALSE,0,0,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,FALSE,null,null,null,null,0,null,null,null,null,0,[Table],[Table],[Table],[Table],[Table],[Table],[Table],[Table],[Table],[Table],[Table],,,,,,[Table],[Table]
Associated AF & DH Buy Outs,null,1,Associated AF & DH Buy Outs,SALES,(Default),null,null,null,null,FALSE,null,0,0,0,0,0,0,0,0,0,0,0,0,0,Each,Each,1,3 SHOP ,0,0,0,0,0,0,0,0,14,14,14,0,0,0,0,0,0,null,0,null,0,FALSE,null,null,(Default),0,(Default),FALSE,FALSE,FALSE,28/07/2011 00:00:00,Manually Edited,1,STANDARD,1,,0,null,null,FALSE,01/01/2000 00:00:00,FALSE,FALSE,null,null,0,0,0,0,null,0,null,null,null,FALSE,0,0,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,FALSE,null,null,null,null,0,null,null,null,null,0,[Table],[Table],[Table],[Table],[Table],[Table],[Table],[Table],[Table],[Table],[Table],,,,,,[Table],[Table]
B1-A0-9000412 Rev CC IT 4 & 12,null,1,null,SALES,(Default),null,null,null,null,FALSE,null,17.5,17.5,0,85,85,6,0,2.5,0,0,0,126.85,0,Each,Each,1,3 SHOP ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,null,0,null,0,FALSE,null,null,(Default),0,(Default),FALSE,FALSE,FALSE,10/08/2012 00:00:00,STANDARD,1,STANDARD,1,,0,null,null,FALSE,01/01/2000 00:00:00,FALSE,FALSE,null,null,0,0,0,85,null,0,null,null,null,FALSE,0,0,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,FALSE,null,null,null,null,0,null,null,null,null,0,[Table],[Table],[Table],[Table],[Table],[Table],[Table],[Table],[Table],[Table],[Table],,,,,,[Table],[Table]
B1-A0-9000412 REV CC IT. 7&12,null,1,"SHOE BEAMS
1 SET L.H. (COMPLETE WITH UNIVERSAL)",SALES,(Default),null,null,null,null,FALSE,null,19.5,19.5,0,107.25,93.5,3,0,2.75,0,3,0,144,116,Each,Each,10,3 SHOP ,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,null,0,null,0,FALSE,null,null,(Default),0,(Default),FALSE,FALSE,FALSE,14/12/2011 00:00:00,Manually Edited,1,STANDARD,1,null,0,null,null,FALSE,01/01/2000 00:00:00,FALSE,FALSE,null,null,0,0,0,107.25,0,0,0,0,null,FALSE,0,0,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,FALSE,null,null,null,null,0,null,null,null,null,0,[Table],[Table],[Table],[Table],[Table],[Table],[Table],[Table],[Table],[Table],[Table],,,,,,[Table],[Table]
B1-A0-9000412 Rev CC Item 4 &,null,1,null,SALES,(Default),null,null,null,null,FALSE,null,0,0,0,0,0,0,0,0,0,0,0,0,0,Each,Each,1,3 SHOP ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,null,0,null,0,FALSE,null,null,(Default),0,(Default),FALSE,FALSE,FALSE,10/08/2012 00:00:00,STANDARD,1,STANDARD,1,,0,null,null,FALSE,01/01/2000 00:00:00,FALSE,FALSE,null,null,0,0,0,0,null,0,null,null,null,FALSE,0,0,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,FALSE,null,null,null,null,0,null,null,null,null,0,[Table],[Table],[Table],[Table],[Table],[Table],[Table],[Table],[Table],[Table],[Table],,,,,,[Table],[Table]
B1-A0-900412 REV CC - IT. 4&12,null,1,"SHOE BEAMS
1 SET R.H. (COMPLETE WITH UNIVERSAL)",SALES,(Default),null,null,null,null,FALSE,null,19.5,19.5,0,107.25,93.5,3,0,2.75,0,3,0,144,116,Each,Each,10,3 SHOP ,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,null,0,null,0,FALSE,null,null,(Default),0,(Default),FALSE,FALSE,FALSE,14/12/2011 00:00:00,Manually Edited,1,STANDARD,1,null,0,null,null,FALSE,01/01/2000 00:00:00,FALSE,FALSE,null,null,0,0,0,107.25,0,0,0,0,null,FALSE,0,0,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,FALSE,null,null,null,null,0,null,null,null,null,0,[Table],[Table],[Table],[Table],[Table],[Table],[Table],[Table],[Table],[Table],[Table],,,,,,[Table],[Table]
B-CO-1718 ISSUE V ITEM 06,null,1,TRIPCOCK BEAM END - SMALL,SALES,(Default),null,null,null,null,FALSE,null,13.53,13.53,0,115.000001,115.000001,6,0,2.3,0,6,0,165,134.530001,Each,Each,9,3 SHOP ,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,null,0,null,0,FALSE,null,null,(Default),0,(Default),FALSE,FALSE,FALSE,14/12/2011 00:00:00,STANDARD,1,STANDARD,1,null,0,null,null,FALSE,01/01/2000 00:00:00,FALSE,FALSE,null,null,0,0,0,115.000001,0,0,0,0,null,FALSE,0,0,null,16/10/2020 00:00:00,13/10/2020 00:00:00,null,0,null,null,0,null,null,0,FALSE,0,0,0,null,FALSE,FALSE,-1,FALSE,-1,0,null,null,null,null,0,[Table],[Table],[Table],[Table],[Table],[Table],[Table],[Table],[Table],[Table],[Table],,,,,,[Table],[Table]
BDS 6098-0020,null,1,NOZZLE PROTECTION PLATE,SALES,(Default),null,null,null,null,FALSE,null,80,80,0,438.75,438.75,40,0,11.25,0,40,0,745,558.75,Each,Each,1,3 SHOP ,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,null,0,null,0,FALSE,null,null,null,0,(Default),FALSE,FALSE,FALSE,13/04/2016 00:00:00,STANDARD,null,STANDARD,null,null,0,null,null,FALSE,01/01/2000 00:00:00,FALSE,FALSE,null,FALSE,0,0,0,438.75,0,0,0,0,null,FALSE,0,0,null,13/04/2016 00:00:00,13/04/2016 00:00:00,null,null,null,null,null,null,null,null,null,null,null,null,null,FALSE,null,null,null,null,0,null,null,null,null,0,[Table],[Table],[Table],[Table],[Table],[Table],[Table],[Table],[Table],[Table],[Table],,,,,,[Table],[Table]
beam,null,3,beam,SALES,(Default),null,null,null,null,TRUE,null,0,0,0,0,0,0,0,0,0,0,0,0,300,METRES,TONNE,23,STORES,0,0,0,0,0,0,0,0,0,null,0,0,0,0,0,0,0,TONNE,0,TONNE,0,FALSE,null,null,,0,(Default),FALSE,FALSE,FALSE,01/01/2000 00:00:00,STANDARD,1,STANDARD,1,,null,null,null,FALSE,01/01/2000 00:00:00,FALSE,FALSE,null,null,0,0,0,0,null,0,null,null,null,FALSE,0,0,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,FALSE,null,null,null,null,0,null,null,null,null,0,[Table],[Table],[Table],[Table],[Table],[Table],[Table],[Table],[Table],[Table],[Table],,,,,,[Table],[Table]
BUCKETS FOR ELEVATOR 18.T.304,null,1,BUCKETS FOR ELEVATOR 18.T.304,SALES,(Default),null,null,null,null,FALSE,null,0,0,0,0,0,0,0,0,0,0,0,0,0,Each,Each,1,3 SHOP ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,null,0,null,0,FALSE,null,null,null,0,(Default),FALSE,FALSE,FALSE,27/10/2014 00:00:00,STANDARD,null,STANDARD,null,null,0,null,null,FALSE,01/01/2000 00:00:00,FALSE,FALSE,null,FALSE,0,0,0,0,0,0,0,0,null,FALSE,0,0,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,FALSE,null,null,null,null,0,null,null,null,null,0,[Table],[Table],[Table],[Table],[Table],[Table],[Table],[Table],[Table],[Table],[Table],,,,,,[Table],[Table]
Buy Outs Cent Winch System,null,1,Buy outs for the Centurion Winch System,SALES,(Default),null,null,null,null,FALSE,null,42666,42666,0,0,0,0,0,0,0,0,0,0,0,Each,Each,1,3 SHOP ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,null,0,null,0,FALSE,null,null,(Default),0,(Default),FALSE,FALSE,FALSE,12/01/2012 00:00:00,STANDARD,1,STANDARD,1,,0,null,null,FALSE,01/01/2000 00:00:00,FALSE,FALSE,null,null,0,0,0,0,null,0,null,null,null,FALSE,0,0,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,FALSE,null,null,null,null,0,null,null,null,null,0,[Table],[Table],[Table],[Table],[Table],[Table],[Table],[Table],[Table],[Table],[Table],,,,,,[Table],[Table]
C1780 Machining Components,null,1,"SMD GRABs
Various machining components",SALES,(Default),null,null,n/a,null,FALSE,null,1,0,0,0.011944,0,0,0,0.00027778,0,0,0,0,0,Each,Each,1,null,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,null,0,null,0,FALSE,null,null,null,0,(Default),FALSE,FALSE,FALSE,05/10/2017 00:00:00,STANDARD,null,STANDARD,null,null,0,null,null,FALSE,01/01/2000 00:00:00,FALSE,FALSE,null,FALSE,0,0,0,0.011944,0,0,0,0,null,FALSE,0,0,null,null,null,null,0,null,null,null,null,null,null,null,null,null,null,null,FALSE,null,null,null,null,0,null,null,null,null,0,[Table],[Table],[Table],[Table],[Table],[Table],[Table],[Table],[Table],[Table],[Table],,,,,,[Table],[Table]
C1780 Minor Fabrications,null,1,"SMD GRABs
AK5269, Fab Cover Energy Chain
AF7748, Fab Camera Mount FWD
AF7749, Fab Camera Mount AFT",SALES,(Default),null,null,N/A,null,FALSE,null,1,0,0,0.011944,0,0,0,0.00027778,0,0,0,0,0,Each,Each,1,null,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,null,0,null,0,FALSE,null,null,null,0,(Default),FALSE,FALSE,FALSE,05/10/2017 00:00:00,STANDARD,null,STANDARD,null,null,0,null,null,FALSE,01/01/2000 00:00:00,FALSE,FALSE,null,FALSE,0,0,0,0.011944,0,0,0,0,null,FALSE,0,0,null,null,null,null,0,null,null,null,null,null,null,null,null,null,null,null,FALSE,null,null,null,null,0,null,null,null,null,0,[Table],[Table],[Table],[Table],[Table],[Table],[Table],[Table],[Table],[Table],[Table],,,,,,[Table],[Table]
C1780D01 Buyout items (Sheave),null,1,C1780D01 Buyout items,SALES,(Default),null,null,null,null,FALSE,null,1,0,0,0.011944,0,0,0,0.00027778,0,0,0,0,0,Each,Each,1,null,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,null,0,null,0,FALSE,null,null,null,0,(Default),FALSE,FALSE,FALSE,03/07/2017 00:00:00,STANDARD,null,STANDARD,null,null,0,null,null,FALSE,01/01/2000 00:00:00,FALSE,FALSE,null,FALSE,0,0,0,0.011944,0,0,0,0,null,FALSE,0,0,null,null,null,null,0,null,null,null,null,null,null,null,null,null,null,null,FALSE,null,null,null,null,0,null,null,null,null,0,[Table],[Table],[Table],[Table],[Table],[Table],[Table],[Table],[Table],[Table],[Table],,,,,,[Table],[Table]
C1780D01 Buyouts (UW),null,1,C1780D01 Buyouts (UW),SALES,(Default),null,null,null,null,FALSE,null,1,0,0,0.011944,0,0,0,0.00027778,0,0,0,0,0,Each,Each,1,null,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,null,0,null,0,FALSE,null,null,null,0,(Default),FALSE,FALSE,FALSE,10/08/2017 00:00:00,STANDARD,null,STANDARD,null,null,0,null,null,FALSE,01/01/2000 00:00:00,FALSE,FALSE,null,FALSE,0,0,0,0.011944,0,0,0,0,null,FALSE,0,0,null,null,null,null,0,null,null,null,null,null,null,null,null,null,null,null,FALSE,null,null,null,null,0,null,null,null,null,0,[Table],[Table],[Table],[Table],[Table],[Table],[Table],[Table],[Table],[Table],[Table],,,,,,[Table],[Table]
C1780D01- Guard Frames (UW),null,1,"Fabrication of AF6879, AF7016, AH3434 & AH4628 Guard Frames",SALES,(Default),null,null,null,null,FALSE,null,1,0,0,0.011944,0,0,0,0.00027778,0,0,0,0,0,Each,Each,1,null,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,null,0,null,0,FALSE,null,null,null,0,(Default),FALSE,FALSE,FALSE,10/08/2017 00:00:00,STANDARD,null,STANDARD,null,null,0,null,null,FALSE,01/01/2000 00:00:00,FALSE,FALSE,null,FALSE,0,0,0,0.011944,0,0,0,0,null,FALSE,0,0,null,null,null,null,0,null,null,null,null,null,null,null,null,null,null,null,FALSE,null,null,null,null,0,null,null,null,null,0,[Table],[Table],[Table],[Table],[Table],[Table],[Table],[Table],[Table],[Table],[Table],,,,,,[Table],[Table]
C1780D01 Machining,null,1,"C1780D01 Machined components (Sheave) 
AF2228, Pin 38x90 long, 4no
AF2233, Pin 82x175long, 4no
AK3346, Bush 140x125x52, 4no
AK3348, Pin 125x405, 2no
PG1739, Pin 60x140, 4no
AE8023, Pin 125x1342 Sheave, 1no
AF2269, End Cap 125dia, 2no",SALES,(Default),null,null,null,null,FALSE,null,1,0,0,0.011944,0,0,0,0.00027778,0,0,0,0,0,Each,Each,1,null,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,null,0,null,0,FALSE,null,null,null,0,(Default),FALSE,FALSE,FALSE,03/07/2017 00:00:00,STANDARD,null,STANDARD,null,null,0,null,null,FALSE,01/01/2000 00:00:00,FALSE,FALSE,null,FALSE,0,0,0,0.011944,0,0,0,0,null,FALSE,0,0,null,null,null,null,0,null,null,null,null,null,null,null,null,null,null,null,FALSE,null,null,null,null,0,null,null,null,null,0,[Table],[Table],[Table],[Table],[Table],[Table],[Table],[Table],[Table],[Table],[Table],,,,,,[Table],[Table]
C1780D01 Machining (UW),null,1,Machining components on C1780D01 (UW),SALES,(Default),null,null,null,null,FALSE,null,1,0,0,0.011944,0,0,0,0.00027778,0,0,0,0,0,Each,Each,1,null,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,null,0,null,0,FALSE,null,null,null,0,(Default),FALSE,FALSE,FALSE,10/08/2017 00:00:00,STANDARD,null,STANDARD,null,null,0,null,null,FALSE,01/01/2000 00:00:00,FALSE,FALSE,null,FALSE,0,0,0,0.011944,0,0,0,0,null,FALSE,0,0,null,null,null,null,0,null,null,null,null,null,null,null,null,null,null,null,FALSE,null,null,null,null,0,null,null,null,null,0,[Table],[Table],[Table],[Table],[Table],[Table],[Table],[Table],[Table],[Table],[Table],,,,,,[Table],[Table]
C1780D01 Minor Fabrications,null,1,"C1780D01 Minor Fabrications (Sheave)
AF6148, Latch Sprung Sheave Tie Catch. 2no
AF7391, Ladders, 2no
AE8916, Umbilical Tray, 1no
AG0970, Pipe Guard, 1no",SALES,(Default),null,null,null,null,FALSE,null,1,0,0,0.011944,0,0,0,0.00027778,0,0,0,0,0,Each,Each,1,null,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,null,0,null,0,FALSE,null,null,null,0,(Default),FALSE,FALSE,FALSE,03/07/2017 00:00:00,STANDARD,null,STANDARD,null,null,0,null,null,FALSE,01/01/2000 00:00:00,FALSE,FALSE,null,FALSE,0,0,0,0.011944,0,0,0,0,null,FALSE,0,0,null,null,null,null,0,null,null,null,null,null,null,null,null,null,null,null,FALSE,null,null,null,null,0,null,null,null,null,0,[Table],[Table],[Table],[Table],[Table],[Table],[Table],[Table],[Table],[Table],[Table],,,,,,[Table],[Table]
C1780D01 Minor Fabrications UW,null,1,C1780D01 Minor Fabrications UW,SALES,(Default),null,null,null,null,FALSE,null,1,0,0,0.011944,0,0,0,0.00027778,0,0,0,0,0,Each,Each,1,null,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,null,0,null,0,FALSE,null,null,null,0,(Default),FALSE,FALSE,FALSE,10/08/2017 00:00:00,STANDARD,null,STANDARD,null,null,0,null,null,FALSE,01/01/2000 00:00:00,FALSE,FALSE,null,FALSE,0,0,0,0.011944,0,0,0,0,null,FALSE,0,0,null,null,null,null,0,null,null,null,null,null,null,null,null,null,null,null,FALSE,null,null,null,null,0,null,null,null,null,0,[Table],[Table],[Table],[Table],[Table],[Table],[Table],[Table],[Table],[Table],[Table],,,,,,[Table],[Table]
C1780D01 Post Paint Ass. UW,null,1,C1780D01 Post Paint Ass. UW,SALES,(Default),null,null,null,null,FALSE,null,1,0,0,0.011944,0,0,0,0.00027778,0,0,0,0,0,Each,Each,1,null,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,null,0,null,0,FALSE,null,null,null,0,(Default),FALSE,FALSE,FALSE,10/08/2017 00:00:00,STANDARD,null,STANDARD,null,null,0,null,null,FALSE,01/01/2000 00:00:00,FALSE,FALSE,null,FALSE,0,0,0,0.011944,0,0,0,0,null,FALSE,0,0,null,null,null,null,0,null,null,null,null,null,null,null,null,null,null,null,FALSE,null,null,null,null,0,null,null,null,null,0,[Table],[Table],[Table],[Table],[Table],[Table],[Table],[Table],[Table],[Table],[Table],,,,,,[Table],[Table]
C1780D01 Post Paint Assembly,null,1,C1780D01 Post Paint Assembly (Sheave),SALES,(Default),null,null,null,null,FALSE,null,1,0,0,0.011944,0,0,0,0.00027778,0,0,0,0,0,Each,Each,1,null,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,null,0,null,0,FALSE,null,null,null,0,(Default),FALSE,FALSE,FALSE,05/07/2017 00:00:00,STANDARD,null,STANDARD,null,null,0,null,null,FALSE,01/01/2000 00:00:00,FALSE,FALSE,null,FALSE,0,0,0,0.011944,0,0,0,0,null,FALSE,0,0,null,null,null,null,0,null,null,null,null,null,null,null,null,null,null,null,FALSE,null,null,null,null,0,null,null,null,null,0,[Table],[Table],[Table],[Table],[Table],[Table],[Table],[Table],[Table],[Table],[Table],,,,,,[Table],[Table]
C1780D01 Pre Paint Assembly UW,null,1,C1780D01 Pre Paint Assembly UW,SALES,(Default),null,null,null,null,FALSE,null,1,0,0,0.011944,0,0,0,0.00027778,0,0,0,0,0,Each,Each,1,null,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,null,0,null,0,FALSE,null,null,null,0,(Default),FALSE,FALSE,FALSE,10/08/2017 00:00:00,STANDARD,null,STANDARD,null,null,0,null,null,FALSE,01/01/2000 00:00:00,FALSE,FALSE,null,FALSE,0,0,0,0.011944,0,0,0,0,null,FALSE,0,0,null,null,null,null,0,null,null,null,null,null,null,null,null,null,null,null,FALSE,null,null,null,null,0,null,null,null,null,0,[Table],[Table],[Table],[Table],[Table],[Table],[Table],[Table],[Table],[Table],[Table],,,,,,[Table],[Table]
C1780D01 Sheave Pre Paint Ass,null,1,C1780D01 Pre Paint Assembly (Sheave),SALES,(Default),null,null,null,null,FALSE,null,1,0,0,0.011944,0,0,0,0.00027778,0,0,0,0,0,Each,Each,1,null,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,null,0,null,0,FALSE,null,null,null,0,(Default),FALSE,FALSE,FALSE,05/07/2017 00:00:00,STANDARD,null,STANDARD,null,null,0,null,null,FALSE,01/01/2000 00:00:00,FALSE,FALSE,null,FALSE,0,0,0,0.011944,0,0,0,0,null,FALSE,0,0,null,null,null,null,0,null,null,null,null,null,null,null,null,null,null,null,FALSE,null,null,null,null,0,null,null,null,null,0,[Table],[Table],[Table],[Table],[Table],[Table],[Table],[Table],[Table],[Table],[Table],,,,,,[Table],[Table]
CARBON STEEL,null,3,CARBON STEEL,SALES,(Default),null,null,null,null,TRUE,null,0,0,0,0,0,0,0,0,0,0,0,0,300,KG,TONNE,1000,STORES,0,0,0,0,0,0,0,0,0,null,0,0,0,0,0,0,0,TONNE,0,TONNE,0,FALSE,null,null,,0,(Default),FALSE,FALSE,FALSE,01/01/2000 00:00:00,STANDARD,1,STANDARD,1,,null,null,null,FALSE,01/01/2000 00:00:00,FALSE,FALSE,null,null,0,0,0,0,null,0,null,null,null,FALSE,0,0,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,FALSE,null,null,null,null,0,null,null,null,null,0,[Table],[Table],[Table],[Table],[Table],[Table],[Table],[Table],[Table],[Table],[Table],,,,,,[Table],[Table]
CC20203D-00,null,1,R Valve Support Bracket (RH),SALES,(Default),null,null,null,null,FALSE,null,15,15,0,68,68,25,0,2,0,25,0,125,0,Each,Each,1,3 SHOP ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,null,0,null,0,FALSE,null,null,null,0,(Default),FALSE,FALSE,FALSE,26/11/2012 00:00:00,STANDARD,null,STANDARD,null,null,0,null,null,FALSE,01/01/2000 00:00:00,FALSE,FALSE,null,null,0,0,0,68,null,0,null,null,null,FALSE,0,0,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,FALSE,null,null,null,null,0,null,null,null,null,0,[Table],[Table],[Table],[Table],[Table],[Table],[Table],[Table],[Table],[Table],[Table],,,,,,[Table],[Table]
CC2023D-00,null,1,R Valve Support Bracket (RH),SALES,(Default),null,null,null,null,FALSE,null,15,15,0,68,68,25,0,2,0,25,0,125,108,Each,Each,1,3 SHOP ,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,null,0,null,0,FALSE,null,null,null,0,(Default),FALSE,FALSE,FALSE,26/11/2012 00:00:00,STANDARD,null,STANDARD,null,null,0,null,null,FALSE,01/01/2000 00:00:00,FALSE,FALSE,null,null,0,0,0,68,null,0,null,null,null,FALSE,0,0,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,FALSE,null,null,null,null,0,null,null,null,null,0,[Table],[Table],[Table],[Table],[Table],[Table],[Table],[Table],[Table],[Table],[Table],,,,,,[Table],[Table]
CC2024D-00,null,1,R Valve Support Bracket (LH),SALES,(Default),null,null,null,null,FALSE,null,1,1,0,68,68,25,0,2,0,25,0,125,94,Each,Each,1,3 SHOP ,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,null,0,null,0,FALSE,null,null,null,0,(Default),FALSE,FALSE,FALSE,26/11/2012 00:00:00,STANDARD,null,STANDARD,null,null,0,null,null,FALSE,01/01/2000 00:00:00,FALSE,FALSE,null,null,0,0,0,68,null,0,null,null,null,FALSE,0,0,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,FALSE,null,null,null,null,0,null,null,null,null,0,[Table],[Table],[Table],[Table],[Table],[Table],[Table],[Table],[Table],[Table],[Table],,,,,,[Table],[Table]
