WONo,WOPartNo,WORef,WOSalesOrder,WOLineNo,WOStatus,WOProjectNo,WOQty,WOQtyReceived,WOQtyOS,WOCreationDate,WOCreatedByUser,WOSchedStartDate,WOSchedFinishDate,WOActualStartDate,WOActualFinishDate,WODateTotalQtyReceived,WOJobType,WOPriority,WOMasterNo,WOblnLotCards,WOLotQty,WOReprintNo,WOLastBatchNo,WORevNo,WOBonus,WOBookingRef,WOParentNo,WOBOMName,WOBOMRev,WORoutName,WORoutRev,WOOffPlanReason,WOTycoTestID,WOEstMatCost,WOEstLabCost,WOEstSubCost,WOEstOrigQty,WOSFLStatus,WODepartment,WOStandard,WOIsForecast,WOOriginalForecastNo,WOForecastCustomer,MasterWO_SO,MasterWO_SOLine,WOLevel,WOIssueLocation,WOEarliestStartDate,WOSplitFromWONo,WOCastCode,WO3rdPartyUpdate,PM_DateSentToPM,PM_NestNo,PM_DateSentToMachine,PM_DateCut,StockAllocationWO,WorksOrdersBOM,WorksOrdersRouting,tlkpWOJobType
16705,E/14471-39,PO5425-41,6160,39,50,null,1,1,0,25/01/2021 00:00:00,JACQUELINE GATENBY,14/04/2021 00:00:00,14/04/2021 00:00:00,03/02/2021 18:32:00,08/07/2021 00:00:00,13/05/2021 00:00:00,null,99,16705,FALSE,0,4,1,null,0,null,16705,STANDARD,null,STANDARD,null,null,0,1,0,0,1,null,null,-1,FALSE,0,null,6160,39,0,null,14/04/2021 00:00:00,0,null,UPDATE,null,null,null,null,[Table],[Table],[Table],
16704,E/14471-38,PO5425-41,6160,38,50,null,1,1,0,25/01/2021 00:00:00,JACQUELINE GATENBY,14/04/2021 00:00:00,14/04/2021 00:00:00,03/02/2021 10:35:00,08/07/2021 00:00:00,14/05/2021 00:00:00,null,99,16704,FALSE,0,7,1,null,0,null,16704,STANDARD,null,STANDARD,null,null,0,1,0,0,1,null,null,-1,FALSE,0,null,6160,38,0,null,14/04/2021 00:00:00,0,null,UPDATE,null,null,null,null,[Table],[Table],[Table],
16703,E/14471-37,PO5425-41,6160,37,50,null,1,1,0,25/01/2021 00:00:00,JACQUELINE GATENBY,14/04/2021 00:00:00,14/04/2021 00:00:00,03/02/2021 15:08:00,08/07/2021 00:00:00,19/05/2021 00:00:00,null,99,16703,FALSE,0,4,1,null,0,null,16703,STANDARD,null,STANDARD,null,null,0,1,0,0,1,null,null,-1,FALSE,0,null,6160,37,0,null,14/04/2021 00:00:00,0,null,UPDATE,null,null,null,null,[Table],[Table],[Table],
16702,E/14471-36,PO5425-41,6160,36,50,null,1,1,0,25/01/2021 00:00:00,JACQUELINE GATENBY,14/04/2021 00:00:00,14/04/2021 00:00:00,03/02/2021 14:21:00,08/07/2021 00:00:00,24/05/2021 00:00:00,null,99,16702,FALSE,0,2,1,null,0,null,16702,STANDARD,null,STANDARD,null,null,0,1,0,0,1,null,null,-1,FALSE,0,null,6160,36,0,null,14/04/2021 00:00:00,0,null,UPDATE,null,null,null,null,[Table],[Table],[Table],
16701,E/14471-35,PO5425-41,6160,35,50,null,1,1,0,25/01/2021 00:00:00,JACQUELINE GATENBY,14/04/2021 00:00:00,14/04/2021 00:00:00,03/02/2021 13:50:00,08/07/2021 00:00:00,26/05/2021 00:00:00,null,99,16701,FALSE,0,2,1,null,0,null,16701,STANDARD,null,STANDARD,null,null,0,1,0,0,1,null,null,-1,FALSE,0,null,6160,35,0,null,14/04/2021 00:00:00,0,null,UPDATE,null,null,null,null,[Table],[Table],[Table],
16700,E/14471-34,PO5425-41,6160,34,50,null,1,1,0,25/01/2021 00:00:00,JACQUELINE GATENBY,14/04/2021 00:00:00,14/04/2021 00:00:00,03/02/2021 13:14:00,08/07/2021 00:00:00,28/05/2021 00:00:00,null,99,16700,FALSE,0,3,1,null,0,null,16700,STANDARD,null,STANDARD,null,null,0,1,0,0,1,null,null,-1,FALSE,0,null,6160,34,0,null,14/04/2021 00:00:00,0,null,UPDATE,null,null,null,null,[Table],[Table],[Table],
16699,E/14471-33,PO5425-41,6160,33,50,null,1,1,0,25/01/2021 00:00:00,JACQUELINE GATENBY,14/04/2021 00:00:00,14/04/2021 00:00:00,03/02/2021 12:24:00,08/07/2021 00:00:00,28/05/2021 00:00:00,null,99,16699,FALSE,0,2,1,null,0,null,16699,STANDARD,null,STANDARD,null,null,0,1,0,0,1,null,null,-1,FALSE,0,null,6160,33,0,null,14/04/2021 00:00:00,0,null,UPDATE,null,null,null,null,[Table],[Table],[Table],
16698,E/14471-32,PO5425-41,6160,32,50,null,1,1,0,25/01/2021 00:00:00,JACQUELINE GATENBY,14/04/2021 00:00:00,14/04/2021 00:00:00,03/02/2021 09:51:00,08/07/2021 00:00:00,04/06/2021 00:00:00,null,99,16698,FALSE,0,5,1,null,0,null,16698,STANDARD,null,STANDARD,null,null,0,1,0,0,1,null,null,-1,FALSE,0,null,6160,32,0,null,14/04/2021 00:00:00,0,null,UPDATE,null,null,null,null,[Table],[Table],[Table],
16697,E/14471-31,PO5425-41,6160,31,50,null,1,1,0,25/01/2021 00:00:00,JACQUELINE GATENBY,14/04/2021 00:00:00,14/04/2021 00:00:00,03/02/2021 09:08:00,08/07/2021 00:00:00,07/06/2021 00:00:00,null,99,16697,FALSE,0,2,1,null,0,null,16697,STANDARD,null,STANDARD,null,null,0,1,0,0,1,null,null,-1,FALSE,0,null,6160,31,0,null,14/04/2021 00:00:00,0,null,UPDATE,null,null,null,null,[Table],[Table],[Table],
16696,E/14471-30,PO5425-41,6160,30,50,null,1,1,0,25/01/2021 00:00:00,JACQUELINE GATENBY,14/04/2021 00:00:00,14/04/2021 00:00:00,03/02/2021 08:48:00,08/07/2021 00:00:00,10/06/2021 00:00:00,null,99,16696,FALSE,0,2,1,null,0,null,16696,STANDARD,null,STANDARD,null,null,0,1,0,0,1,null,null,-1,FALSE,0,null,6160,30,0,null,14/04/2021 00:00:00,0,null,UPDATE,null,null,null,null,[Table],[Table],[Table],
16695,E/14471-29,PO5425-41,6160,29,50,null,1,1,0,25/01/2021 00:00:00,JACQUELINE GATENBY,14/04/2021 00:00:00,14/04/2021 00:00:00,03/02/2021 08:24:00,08/07/2021 00:00:00,21/06/2021 00:00:00,null,99,16695,FALSE,0,2,1,null,0,null,16695,STANDARD,null,STANDARD,null,null,0,1,0,0,1,null,null,-1,FALSE,0,null,6160,29,0,null,14/04/2021 00:00:00,0,null,UPDATE,null,null,null,null,[Table],[Table],[Table],
16694,E/14471-28,PO5425-41,6160,28,50,null,1,1,0,25/01/2021 00:00:00,JACQUELINE GATENBY,14/04/2021 00:00:00,14/04/2021 00:00:00,02/02/2021 19:57:00,08/07/2021 00:00:00,21/06/2021 00:00:00,null,99,16694,FALSE,0,2,1,null,0,null,16694,STANDARD,null,STANDARD,null,null,0,1,0,0,1,null,null,-1,FALSE,0,null,6160,28,0,null,14/04/2021 00:00:00,0,null,UPDATE,null,null,null,null,[Table],[Table],[Table],
16693,E/14471-27,PO5425-41,6160,27,50,null,1,1,0,25/01/2021 00:00:00,JACQUELINE GATENBY,14/04/2021 00:00:00,14/04/2021 00:00:00,02/02/2021 15:51:00,08/07/2021 00:00:00,21/06/2021 00:00:00,null,99,16693,FALSE,0,3,1,null,0,null,16693,STANDARD,null,STANDARD,null,null,0,1,0,0,1,null,null,-1,FALSE,0,null,6160,27,0,null,14/04/2021 00:00:00,0,null,UPDATE,null,null,null,null,[Table],[Table],[Table],
16692,E/14471-26,PO5425-41,6160,26,50,null,1,1,0,25/01/2021 00:00:00,JACQUELINE GATENBY,14/04/2021 00:00:00,14/04/2021 00:00:00,02/02/2021 15:30:00,08/07/2021 00:00:00,21/06/2021 00:00:00,null,99,16692,FALSE,0,3,1,null,0,null,16692,STANDARD,null,STANDARD,null,null,0,1,0,0,1,null,null,-1,FALSE,0,null,6160,26,0,null,14/04/2021 00:00:00,0,null,UPDATE,null,null,null,null,[Table],[Table],[Table],
16691,E/14471-25,PO5425-41,6160,25,50,null,1,1,0,25/01/2021 00:00:00,JACQUELINE GATENBY,14/04/2021 00:00:00,14/04/2021 00:00:00,02/02/2021 15:05:00,08/07/2021 00:00:00,21/06/2021 00:00:00,null,99,16691,FALSE,0,2,1,null,0,null,16691,STANDARD,null,STANDARD,null,null,0,1,0,0,1,null,null,-1,FALSE,0,null,6160,25,0,null,14/04/2021 00:00:00,0,null,UPDATE,null,null,null,null,[Table],[Table],[Table],
16690,E/14471-24,PO5425-41,6160,24,50,null,1,1,0,25/01/2021 00:00:00,JACQUELINE GATENBY,14/04/2021 00:00:00,14/04/2021 00:00:00,02/02/2021 13:06:00,08/07/2021 00:00:00,08/07/2021 00:00:00,null,99,16690,FALSE,0,3,1,null,0,null,16690,STANDARD,null,STANDARD,null,null,0,1,0,0,1,null,null,-1,FALSE,0,null,6160,24,0,null,14/04/2021 00:00:00,0,null,UPDATE,null,null,null,null,[Table],[Table],[Table],
16689,E/14471-23,PO5425-41,6160,23,50,null,1,1,0,25/01/2021 00:00:00,JACQUELINE GATENBY,14/04/2021 00:00:00,14/04/2021 00:00:00,02/02/2021 11:52:00,08/07/2021 00:00:00,08/07/2021 00:00:00,null,99,16689,FALSE,0,2,1,null,0,null,16689,STANDARD,null,STANDARD,null,null,0,1,0,0,1,null,null,-1,FALSE,0,null,6160,23,0,null,14/04/2021 00:00:00,0,null,UPDATE,null,null,null,null,[Table],[Table],[Table],
16688,E/14471-22,PO5425-41,6160,22,50,null,1,1,0,25/01/2021 00:00:00,JACQUELINE GATENBY,14/04/2021 00:00:00,14/04/2021 00:00:00,02/02/2021 11:23:00,08/07/2021 00:00:00,08/07/2021 00:00:00,null,99,16688,FALSE,0,3,1,null,0,null,16688,STANDARD,null,STANDARD,null,null,0,1,0,0,1,null,null,-1,FALSE,0,null,6160,22,0,null,14/04/2021 00:00:00,0,null,UPDATE,null,null,null,null,[Table],[Table],[Table],
16687,E/14471-21,PO5425-41,6160,21,50,null,1,1,0,25/01/2021 00:00:00,JACQUELINE GATENBY,14/04/2021 00:00:00,14/04/2021 00:00:00,02/02/2021 10:32:00,08/07/2021 00:00:00,08/07/2021 00:00:00,null,99,16687,FALSE,0,2,1,null,0,null,16687,STANDARD,null,STANDARD,null,null,0,1,0,0,1,null,null,-1,FALSE,0,null,6160,21,0,null,14/04/2021 00:00:00,0,null,UPDATE,null,null,null,null,[Table],[Table],[Table],
16686,E/14471-20,PO5425-41,6160,20,50,null,1,1,0,25/01/2021 00:00:00,JACQUELINE GATENBY,14/04/2021 00:00:00,14/04/2021 00:00:00,02/02/2021 09:15:00,08/07/2021 00:00:00,08/07/2021 00:00:00,null,99,16686,FALSE,0,3,1,null,0,null,16686,STANDARD,null,STANDARD,null,null,0,1,0,0,1,null,null,-1,FALSE,0,null,6160,20,0,null,14/04/2021 00:00:00,0,null,UPDATE,null,null,null,null,[Table],[Table],[Table],
16685,E/14471-19,PO5425-41,6160,19,50,null,1,1,0,25/01/2021 00:00:00,JACQUELINE GATENBY,14/04/2021 00:00:00,14/04/2021 00:00:00,02/02/2021 09:42:00,08/07/2021 00:00:00,08/07/2021 00:00:00,null,99,16685,FALSE,0,2,1,null,0,null,16685,STANDARD,null,STANDARD,null,null,0,1,0,0,1,null,null,-1,FALSE,0,null,6160,19,0,null,14/04/2021 00:00:00,0,null,UPDATE,null,null,null,null,[Table],[Table],[Table],
16684,E/14471-18,PO5425-41,6160,18,50,null,1,1,0,25/01/2021 00:00:00,JACQUELINE GATENBY,14/04/2021 00:00:00,14/04/2021 00:00:00,02/02/2021 08:31:00,13/04/2021 00:00:00,18/03/2021 00:00:00,null,99,16684,FALSE,0,6,1,null,0,null,16684,STANDARD,null,STANDARD,null,null,0,1,0,0,1,null,null,-1,FALSE,0,null,6160,18,0,null,14/04/2021 00:00:00,0,null,UPDATE,null,null,null,null,[Table],[Table],[Table],
16683,E/14471-17,PO5425-41,6160,17,50,null,1,1,0,25/01/2021 00:00:00,JACQUELINE GATENBY,14/04/2021 00:00:00,14/04/2021 00:00:00,02/02/2021 07:34:00,13/04/2021 00:00:00,11/03/2021 00:00:00,null,99,16683,FALSE,0,6,1,null,0,null,16683,STANDARD,null,STANDARD,null,null,0,1,0,0,1,null,null,-1,FALSE,0,null,6160,17,0,null,14/04/2021 00:00:00,0,null,UPDATE,null,null,null,null,[Table],[Table],[Table],
16682,E/14471-16,PO5425-41,6160,16,50,null,1,1,0,25/01/2021 00:00:00,JACQUELINE GATENBY,14/04/2021 00:00:00,14/04/2021 00:00:00,27/01/2021 18:08:00,13/04/2021 00:00:00,29/03/2021 00:00:00,null,99,16682,FALSE,0,3,1,null,0,null,16682,STANDARD,null,STANDARD,null,null,0,1,0,0,1,null,null,-1,FALSE,0,null,6160,16,0,null,14/04/2021 00:00:00,0,null,UPDATE,null,null,null,null,[Table],[Table],[Table],
16681,E/14471-15,PO5425-41,6160,15,50,null,1,1,0,25/01/2021 00:00:00,JACQUELINE GATENBY,14/04/2021 00:00:00,14/04/2021 00:00:00,26/01/2021 20:07:00,13/04/2021 00:00:00,23/03/2021 00:00:00,null,99,16681,FALSE,0,4,1,null,0,null,16681,STANDARD,null,STANDARD,null,null,0,1,0,0,1,null,null,-1,FALSE,0,null,6160,15,0,null,14/04/2021 00:00:00,0,null,UPDATE,null,null,null,null,[Table],[Table],[Table],
16680,E/14406-2,PO3144 - 0,6135,2,50,null,1,1,0,22/01/2021 00:00:00,JACQUELINE GATENBY,22/01/2021 00:00:00,17/05/2021 00:00:00,29/01/2021 00:00:00,04/05/2022 00:00:00,04/05/2022 00:00:00,null,null,16680,FALSE,0,4,1,null,0,null,16680,STANDARD,null,STANDARD,null,null,0,345.22,6575,604.47,1,null,null,-1,FALSE,0,null,6135,2,0,null,22/01/2021 00:00:00,0,null,UPDATE,null,null,null,null,[Table],[Table],[Table],
16679,E/14948-1,AUK-ASP-SCRAP 20/19464,6174,1,50,null,1,1,0,22/01/2021 00:00:00,JACQUELINE GATENBY,22/01/2021 00:00:00,31/01/2021 00:00:00,21/01/2021 00:00:00,26/01/2021 00:00:00,26/01/2021 00:00:00,null,99,16679,FALSE,0,0,1,null,0,null,16679,STANDARD,null,STANDARD,null,null,0,300,1500,0,1,null,null,-1,FALSE,0,null,6174,1,0,null,22/01/2021 00:00:00,0,null,UPDATE,null,null,null,null,[Table],[Table],[Table],
16678,E/14943-1,4700213842 / GB15,6173,1,50,null,1,1,0,19/01/2021 00:00:00,JACQUELINE GATENBY,28/01/2021 00:00:00,28/01/2021 00:00:00,20/01/2021 13:00:00,04/02/2021 00:00:00,25/01/2021 00:00:00,null,99,16678,FALSE,0,0,1,null,0,null,16678,STANDARD,null,STANDARD,null,null,0,1,50,0,1,null,null,-1,FALSE,0,null,6173,1,0,null,28/01/2021 00:00:00,0,null,UPDATE,null,null,null,null,[Table],[Table],[Table],
16677,E/14705-2,730253658,6119,2,50,null,1,1,0,18/01/2021 00:00:00,JACQUELINE GATENBY,18/01/2021 00:00:00,18/01/2021 00:00:00,25/01/2021 12:16:00,25/05/2021 00:00:00,25/05/2021 00:00:00,null,99,16677,FALSE,0,3,1,null,0,null,16677,STANDARD,null,STANDARD,null,null,0,1,0,0,1,null,null,-1,FALSE,0,null,6119,2,0,null,18/01/2021 00:00:00,0,null,UPDATE,null,null,null,null,[Table],[Table],[Table],
16676,E/14884-1,TBC,6172,1,60,null,1,0,1,15/01/2021 00:00:00,JACQUELINE GATENBY,15/01/2021 00:00:00,23/04/2021 00:00:00,02/02/2021 00:00:00,02/02/2021 00:00:00,null,null,99,16676,FALSE,0,0,0,null,0,null,16676,STANDARD,null,STANDARD,null,null,0,21587.48,10185,3926.92,1,null,null,-1,FALSE,0,null,6172,1,0,null,15/01/2021 00:00:00,0,null,UPDATE,null,null,null,null,[Table],[Table],[Table],
16675,E/14876-2,4500094976,6153,2,50,null,1,1,0,13/01/2021 00:00:00,JACQUELINE GATENBY,13/01/2021 00:00:00,13/01/2021 00:00:00,13/01/2021 00:00:00,13/01/2021 00:00:00,13/01/2021 00:00:00,null,99,16675,FALSE,0,0,1,null,0,null,16675,STANDARD,null,STANDARD,null,null,0,1,0,0,1,null,null,-1,FALSE,0,null,6153,2,0,null,13/01/2021 00:00:00,0,null,UPDATE,null,null,null,null,[Table],[Table],[Table],
16674,E/14891-4,1053079,6166,4,50,null,1,0,1,12/01/2021 00:00:00,JACQUELINE GATENBY,12/01/2021 00:00:00,30/07/2021 00:00:00,21/01/2021 23:30:00,12/04/2022 00:00:00,null,null,null,16674,FALSE,0,9,0,null,0,null,16674,STANDARD,null,STANDARD,null,null,0,1,0,0,1,null,null,-1,FALSE,0,null,6166,4,0,null,12/01/2021 00:00:00,0,null,UPDATE,null,null,null,null,[Table],[Table],[Table],
16673,E/14891-3,1053079,6166,3,50,null,1,0,1,12/01/2021 00:00:00,JACQUELINE GATENBY,12/01/2021 00:00:00,08/06/2021 00:00:00,21/01/2021 23:30:00,12/04/2022 00:00:00,null,null,null,16673,FALSE,0,7,0,null,0,null,16673,STANDARD,null,STANDARD,null,null,0,1,0,0,1,null,null,-1,FALSE,0,null,6166,3,0,null,12/01/2021 00:00:00,0,null,UPDATE,null,null,null,null,[Table],[Table],[Table],
16672,E/14891-2,1053079,6166,2,50,null,1,0,1,12/01/2021 00:00:00,JACQUELINE GATENBY,12/01/2021 00:00:00,08/06/2021 00:00:00,21/01/2021 23:30:00,01/07/2022 00:00:00,null,null,null,16672,FALSE,0,9,0,null,0,null,16672,STANDARD,null,STANDARD,null,null,0,1,0,0,1,null,null,-1,FALSE,0,null,6166,2,0,null,12/01/2021 00:00:00,0,null,UPDATE,null,null,null,null,[Table],[Table],[Table],
16671,E/14933-1,4700212643,6171,1,50,null,1,1,0,11/01/2021 00:00:00,JACQUELINE GATENBY,11/01/2021 00:00:00,28/02/2021 00:00:00,11/01/2021 13:53:00,25/01/2021 00:00:00,15/01/2021 00:00:00,null,99,16671,FALSE,0,1,1,null,0,null,16671,STANDARD,null,STANDARD,null,null,0,1,400,0,1,null,null,-1,FALSE,0,null,6171,1,0,null,11/01/2021 00:00:00,0,null,UPDATE,null,null,null,null,[Table],[Table],[Table],
16670,E/14784-7,CN204700-0-POR-4004,null,null,50,null,1,0,1,11/01/2021 00:00:00,PAUL BELL,28/04/2021 00:00:00,28/04/2021 00:00:00,18/01/2021 00:00:00,29/03/2022 00:00:00,null,null,99,16670,FALSE,0,4,0,null,0,null,16670,STANDARD,null,STANDARD,null,null,0,0,0.013889,0,1,null,null,-1,FALSE,0,null,null,null,0,null,28/04/2021 00:00:00,0,null,UPDATE,null,null,null,null,[Table],[Table],[Table],
16669,E/14804-1,CN204700-0-POR-5001 REV. 00,6170,1,50,null,1,1,0,08/01/2021 00:00:00,JACQUELINE GATENBY,28/07/2021 00:00:00,28/07/2021 00:00:00,28/02/2021 00:00:00,05/10/2022 00:00:00,15/03/2022 00:00:00,null,null,16669,FALSE,0,3,1,null,0,null,16669,STANDARD,null,STANDARD,null,null,0,149525.59,139901.7222,51326.28,1,null,null,-1,FALSE,0,null,6170,1,0,null,28/07/2021 00:00:00,0,null,UPDATE,null,null,null,null,[Table],[Table],[Table],
16668,E/14875-1,CN204100-0-POR-4004 REV. 00,null,null,50,null,1,0,1,08/01/2021 00:00:00,JACQUELINE GATENBY,03/06/2021 00:00:00,03/06/2021 00:00:00,30/04/2021 00:00:00,29/03/2022 00:00:00,null,null,null,16668,FALSE,0,2,0,null,0,null,16668,STANDARD,null,STANDARD,null,null,0,58511.87,27868.44445,12838.45,1,null,null,-1,FALSE,0,null,null,null,0,null,03/06/2021 00:00:00,0,null,UPDATE,null,null,null,null,[Table],[Table],[Table],
16667,E/14524-3,4500767849 [SALES ORDER: 1152392],6163,3,50,null,1,1,0,08/01/2021 00:00:00,JACQUELINE GATENBY,08/01/2021 00:00:00,08/01/2021 00:00:00,08/01/2021 00:00:00,08/01/2021 00:00:00,08/01/2021 00:00:00,null,99,16667,FALSE,0,0,1,null,0,null,16667,STANDARD,null,STANDARD,null,null,0,1,0,0,1,null,null,-1,FALSE,0,null,6163,3,0,null,08/01/2021 00:00:00,0,null,UPDATE,null,null,null,null,[Table],[Table],[Table],
16666,E/14784-6,CN204700-0-POR-4004,null,null,50,null,1,0,1,08/01/2021 00:00:00,PAUL BELL,25/02/2021 00:00:00,25/02/2021 00:00:00,12/01/2021 16:11:00,31/03/2021 00:00:00,null,null,99,16666,FALSE,0,4,0,null,0,null,16666,STANDARD,null,STANDARD,null,null,0,0,0.013889,0,1,null,null,-1,FALSE,0,null,null,null,0,null,25/02/2021 00:00:00,0,null,UPDATE,null,null,null,null,[Table],[Table],[Table],
16665,E/14784-5,CN204700-0-POR-4004,null,null,50,null,1,0,1,08/01/2021 00:00:00,PAUL BELL,25/02/2021 00:00:00,25/02/2021 00:00:00,28/01/2021 07:45:00,31/03/2021 00:00:00,null,null,99,16665,FALSE,0,7,0,null,0,null,16665,STANDARD,null,STANDARD,null,null,0,0,0.013889,0,1,null,null,-1,FALSE,0,null,null,null,0,null,25/02/2021 00:00:00,0,null,UPDATE,null,null,null,null,[Table],[Table],[Table],
16664,E/14784-4,CN204700-0-POR-4004,null,null,50,null,1,0,1,08/01/2021 00:00:00,PAUL BELL,25/02/2021 00:00:00,25/02/2021 00:00:00,15/01/2021 07:44:00,31/03/2021 00:00:00,null,null,99,16664,FALSE,0,6,0,null,0,null,16664,STANDARD,null,STANDARD,null,null,0,0,0.013889,0,1,null,null,-1,FALSE,0,null,null,null,0,null,25/02/2021 00:00:00,0,null,UPDATE,null,null,null,null,[Table],[Table],[Table],
16663,E/14784-3,CN204700-0-POR-4004,null,null,50,null,1,0,1,08/01/2021 00:00:00,PAUL BELL,25/02/2021 00:00:00,25/02/2021 00:00:00,18/01/2021 16:06:00,31/03/2021 00:00:00,null,null,99,16663,FALSE,0,4,0,null,0,null,16663,STANDARD,null,STANDARD,null,null,0,0,0.013889,0,1,null,null,-1,FALSE,0,null,null,null,0,null,25/02/2021 00:00:00,0,null,UPDATE,null,null,null,null,[Table],[Table],[Table],
16662,E/14784-2,CN204700-0-POR-4004,null,null,50,null,1,0,1,08/01/2021 00:00:00,PAUL BELL,25/02/2021 00:00:00,25/02/2021 00:00:00,11/01/2021 13:00:00,29/03/2022 00:00:00,null,null,99,16662,FALSE,0,4,0,null,0,null,16662,STANDARD,null,STANDARD,null,null,0,0,0.013889,0,1,null,null,-1,FALSE,0,null,null,null,0,null,25/02/2021 00:00:00,0,null,UPDATE,null,null,null,null,[Table],[Table],[Table],
16661,E/14929-1,ESL-ASP-Q1 DOLPHIN - 19322,6168,1,50,null,1,1,0,07/01/2021 00:00:00,JACQUELINE GATENBY,25/02/2021 00:00:00,25/02/2021 00:00:00,06/01/2021 00:00:00,12/01/2021 00:00:00,11/01/2021 00:00:00,null,99,16661,FALSE,0,0,1,null,0,null,16661,STANDARD,null,STANDARD,null,null,0,1,0,0,1,null,null,-1,FALSE,0,null,6168,1,0,null,25/02/2021 00:00:00,0,null,UPDATE,null,null,null,null,[Table],[Table],[Table],
16660,E/13413-148,31258,5757,154,50,null,1,1,0,21/12/2020 00:00:00,JACQUELINE GATENBY,21/12/2020 00:00:00,21/12/2020 00:00:00,21/12/2020 00:00:00,21/12/2020 00:00:00,21/12/2020 00:00:00,null,99,16660,FALSE,0,0,1,null,0,null,16660,STANDARD,null,STANDARD,null,null,0,1,0,0,1,null,null,-1,FALSE,0,null,5757,154,0,null,21/12/2020 00:00:00,0,null,UPDATE,null,null,null,null,[Table],[Table],[Table],
16659,E/13413-147,31204,5757,153,50,null,1,1,0,16/12/2020 00:00:00,JACQUELINE GATENBY,16/12/2020 00:00:00,16/12/2020 00:00:00,16/12/2020 00:00:00,16/12/2020 00:00:00,16/12/2020 00:00:00,null,99,16659,FALSE,0,0,1,null,0,null,16659,STANDARD,null,STANDARD,null,null,0,1,0,0,1,null,null,-1,FALSE,0,null,5757,153,0,null,16/12/2020 00:00:00,0,null,UPDATE,null,null,null,null,[Table],[Table],[Table],
16658,E/14580-14,DUK-103042 - YPL PO 4500004644,6104,14,50,null,1,1,0,16/12/2020 00:00:00,JACQUELINE GATENBY,16/12/2020 00:00:00,16/12/2020 00:00:00,16/12/2020 00:00:00,16/12/2020 00:00:00,16/12/2020 00:00:00,null,99,16658,FALSE,0,0,1,null,0,null,16658,STANDARD,null,STANDARD,null,null,0,1,0,0,1,null,null,-1,FALSE,0,null,6104,14,0,null,16/12/2020 00:00:00,0,null,UPDATE,null,null,null,null,[Table],[Table],[Table],
16657,E/14580-13,DUK-103042 - YPL PO 4500004644,6104,13,50,null,1,1,0,16/12/2020 00:00:00,JACQUELINE GATENBY,16/12/2020 00:00:00,16/12/2020 00:00:00,16/12/2020 00:00:00,16/12/2020 00:00:00,16/12/2020 00:00:00,null,99,16657,FALSE,0,0,1,null,0,null,16657,STANDARD,null,STANDARD,null,null,0,1,0,0,1,null,null,-1,FALSE,0,null,6104,13,0,null,16/12/2020 00:00:00,0,null,UPDATE,null,null,null,null,[Table],[Table],[Table],
16656,E/14361-4,1042602,6034,4,50,null,1,1,0,16/12/2020 00:00:00,JACQUELINE GATENBY,16/12/2020 00:00:00,16/12/2020 00:00:00,17/12/2020 00:00:00,06/01/2021 00:00:00,06/01/2021 00:00:00,null,99,16656,FALSE,0,0,1,null,0,null,16656,STANDARD,null,STANDARD,null,null,0,1,0,0,1,null,null,-1,FALSE,0,null,6034,4,0,null,16/12/2020 00:00:00,0,null,UPDATE,null,null,null,null,[Table],[Table],[Table],
16655,E/14361-3,1042602,6034,3,50,null,1,1,0,16/12/2020 00:00:00,JACQUELINE GATENBY,16/12/2020 00:00:00,16/12/2020 00:00:00,21/01/2021 00:00:00,21/01/2021 00:00:00,21/01/2021 00:00:00,null,99,16655,FALSE,0,0,1,null,0,null,16655,STANDARD,null,STANDARD,null,null,0,1,0,0,1,null,null,-1,FALSE,0,null,6034,3,0,null,16/12/2020 00:00:00,0,null,UPDATE,null,null,null,null,[Table],[Table],[Table],
16654,E/14917-1,ESL-ASP-MVOW-19168,6167,1,50,null,1,1,0,16/12/2020 00:00:00,JACQUELINE GATENBY,16/12/2020 00:00:00,31/12/2020 00:00:00,14/12/2020 00:00:00,22/12/2020 00:00:00,21/12/2020 00:00:00,null,99,16654,FALSE,0,0,1,null,0,null,16654,STANDARD,null,STANDARD,null,null,0,1,0,0,1,null,null,-1,FALSE,0,null,6167,1,0,null,16/12/2020 00:00:00,0,null,UPDATE,null,null,null,null,[Table],[Table],[Table],
16653,E/14891-1,1053079,0,0,20,null,3,0,3,15/12/2020 00:00:00,MICHELLE DARRELL,11/08/2021 00:00:00,11/08/2021 00:00:00,08/01/2021 00:00:00,null,null,null,null,16653,FALSE,0,2,0,null,0,null,16653,STANDARD,null,STANDARD,null,null,0,87861.27,64915.33333,35813.49,3,null,null,-1,FALSE,0,null,0,0,0,null,11/08/2021 00:00:00,0,null,UPDATE,null,null,null,null,[Table],[Table],[Table],
16652,E/14391-2,4500830849,6162,2,50,null,1,1,0,14/12/2020 00:00:00,PAUL BELL,17/02/2021 00:00:00,17/02/2021 00:00:00,17/12/2020 07:46:00,28/04/2021 00:00:00,26/04/2021 00:00:00,null,99,16652,FALSE,0,8,1,null,0,null,16652,STANDARD,null,STANDARD,null,null,0,0,0.013889,0,1,null,null,-1,FALSE,0,null,6162,2,0,null,17/02/2021 00:00:00,0,null,UPDATE,null,null,null,null,[Table],[Table],[Table],
