WONo,Status,Project,Qty,QtyRec,QtyOS,ActualFinishDate,TotalQtyRecDate,Priority,PartNo,PartDesc,PartGroupCode,OpNo,OpDesc,WC,PlannedSetUp,PlannedRun,BookedSet,BookedRun,OpComplete,OpQtyBooked
17501,WIP,null,1,0,1,null,null,null,E/15843-1,CHANNEL BOX N657C,Vessels and Pipework,180,DRILL & MACHINE THE TEMPORARY TEST BLIND FOR ITEM 1.,MACHINE,0,4,0,0,FALSE,0
17501,WIP,null,1,0,1,null,null,null,E/15843-1,CHANNEL BOX N657C,Vessels and Pipework,190,"BLANK OFF, PRESSURE TEST & DRAIN THE RETURN HEAD.",GENERAL,0,4.5,0,0,FALSE,0
17501,WIP,null,1,0,1,null,null,null,E/15843-1,CHANNEL BOX N657C,Vessels and Pipework,200,COATING REQUIREMENTS ON THE REPLACEMENT RETURN HEAD.,SUBCON,0,0,0,0,FALSE,0
17501,WIP,null,1,0,1,null,null,null,E/15843-1,CHANNEL BOX N657C,Vessels and Pipework,210,PRE-DELIVERY INSPECTION OF THE COATINGS.,INSPECT,0,0.5,0,0,FALSE,0
17501,WIP,null,1,0,1,null,null,null,E/15843-1,CHANNEL BOX N657C,Vessels and Pipework,220,FIT THE FLANGE PROTECTION & LOAD FOR DELIVERY.,GENERAL,0,1,0,0,FALSE,0
17501,WIP,null,1,0,1,null,null,null,E/15843-1,CHANNEL BOX N657C,Vessels and Pipework,230,DO NOT USE THESE HOURS.,GENERAL,0,38.75,0,0,FALSE,0
17500,Created,A BLACKWOOD,1,0,1,null,null,null,E/15808-2,"ASOS - LITCHFIELD - DMS SHUTTLE EXTRACTION

SITE WORK",Site work,10,GENERAL,GENERAL,0,150,0,0,FALSE,0
17500,Created,A BLACKWOOD,1,0,1,null,null,null,E/15808-2,"ASOS - LITCHFIELD - DMS SHUTTLE EXTRACTION

SITE WORK",Site work,1000,SUB CONTRACT WORK,SUBCON,0,0,0,0,FALSE,0
17499,Created,A BLACKWOOD,1,0,1,null,null,null,E/15808-1,"ASOS - LITCHFIELD - DMS SHUTTLE EXTRACTION
SHOP WORK",Site work,10,TOTAL HOURS,GENERAL,0,139.5,0,0,FALSE,0
17499,Created,A BLACKWOOD,1,0,1,null,null,null,E/15808-1,"ASOS - LITCHFIELD - DMS SHUTTLE EXTRACTION
SHOP WORK",Site work,1000,SUB CONTRACT WORK,SUBCON,0,0,0,0,FALSE,0
17498,Created,null,1,0,1,null,null,null,E/15822-1,INSTRUMENT AIR BUFFER VESSEL,Vessels and Pipework,3,PLATER,PLATE,0,29.95166667,0,0,FALSE,0
17498,Created,null,1,0,1,null,null,null,E/15822-1,INSTRUMENT AIR BUFFER VESSEL,Vessels and Pipework,4,WELDER,WELD,0,36.86888889,0,0,FALSE,0
17498,Created,null,1,0,1,null,null,null,E/15822-1,INSTRUMENT AIR BUFFER VESSEL,Vessels and Pipework,5,DRILL / MACHINE,MACHINE,0,1.95,0,0,FALSE,0
17498,Created,null,1,0,1,null,null,null,E/15822-1,INSTRUMENT AIR BUFFER VESSEL,Vessels and Pipework,10,GENERAL,GENERAL,0,30.5,0,0,FALSE,0
17498,Created,null,1,0,1,null,null,null,E/15822-1,INSTRUMENT AIR BUFFER VESSEL,Vessels and Pipework,1000,DESIGN & DRAWING,SUBCON,0,0,0,0,FALSE,0
17498,Created,null,1,0,1,null,null,null,E/15822-1,INSTRUMENT AIR BUFFER VESSEL,Vessels and Pipework,1010,THIRD PARTY INSPECTION,SUBCON,0,0,0,0,FALSE,0
17498,Created,null,1,0,1,null,null,null,E/15822-1,INSTRUMENT AIR BUFFER VESSEL,Vessels and Pipework,1020,NDT,SUBCON,0,0,0,0,FALSE,0
17498,Created,null,1,0,1,null,null,null,E/15822-1,INSTRUMENT AIR BUFFER VESSEL,Vessels and Pipework,1030,PAINT,SUBCON,0,0,0,0,FALSE,0
17498,Created,null,1,0,1,null,null,null,E/15822-1,INSTRUMENT AIR BUFFER VESSEL,Vessels and Pipework,1040,HIRE EQUIPMENT,SUBCON,0,0,0,0,FALSE,0
17497,Created,A BLACKWOOD,1,0,1,null,null,null,E/15777-2,HELLO FRESH - DMS EXTRACTION - SITE WORK,Site work,10,GENERAL,GENERAL,0,168,0,0,FALSE,0
17497,Created,A BLACKWOOD,1,0,1,null,null,null,E/15777-2,HELLO FRESH - DMS EXTRACTION - SITE WORK,Site work,1000,SUB CONTRACT WORK,SUBCON,0,0,0,0,FALSE,0
17496,Created,A BLACKWOOD,1,0,1,null,null,null,E/15777-1,HELLO FRESH - DMS EXTRACTION - SHOP WORK,Site work,10,GENERAL,GENERAL,0,7,0,0,FALSE,0
17496,Created,A BLACKWOOD,1,0,1,null,null,null,E/15777-1,HELLO FRESH - DMS EXTRACTION - SHOP WORK,Site work,20,SAW CUT ALL SECTIONAL ITEMS,PLATE,0,5,0,0,FALSE,0
17496,Created,A BLACKWOOD,1,0,1,null,null,null,E/15777-1,HELLO FRESH - DMS EXTRACTION - SHOP WORK,Site work,30,ASSEMBLE TROLLEY (X2),PLATE,0,50,0,0,FALSE,0
17496,Created,A BLACKWOOD,1,0,1,null,null,null,E/15777-1,HELLO FRESH - DMS EXTRACTION - SHOP WORK,Site work,40,WELD TROLLEY ASSEMBLIES,WELD,0,30,0,0,FALSE,0
17496,Created,A BLACKWOOD,1,0,1,null,null,null,E/15777-1,HELLO FRESH - DMS EXTRACTION - SHOP WORK,Site work,50,MARK AND DRILL BEAMS,PLATE,0,5,0,0,FALSE,0
17496,Created,A BLACKWOOD,1,0,1,null,null,null,E/15777-1,HELLO FRESH - DMS EXTRACTION - SHOP WORK,Site work,60,PREP AND ASSEMBLE BEAMS,PLATE,0,16,0,0,FALSE,0
17496,Created,A BLACKWOOD,1,0,1,null,null,null,E/15777-1,HELLO FRESH - DMS EXTRACTION - SHOP WORK,Site work,70,WELD BEAM ASSEMBLIES,WELD,0,7,0,0,FALSE,0
17496,Created,A BLACKWOOD,1,0,1,null,null,null,E/15777-1,HELLO FRESH - DMS EXTRACTION - SHOP WORK,Site work,80,PREP AND ASSEMBLE VERTICAL TRACKS,PLATE,0,20,0,0,FALSE,0
17496,Created,A BLACKWOOD,1,0,1,null,null,null,E/15777-1,HELLO FRESH - DMS EXTRACTION - SHOP WORK,Site work,90,WELD VERTICAL TRACKS,WELD,0,8,0,0,FALSE,0
17496,Created,A BLACKWOOD,1,0,1,null,null,null,E/15777-1,HELLO FRESH - DMS EXTRACTION - SHOP WORK,Site work,100,PREP AND ASSEMBLE RUN OF RAILS,PLATE,0,4,0,0,FALSE,0
17496,Created,A BLACKWOOD,1,0,1,null,null,null,E/15777-1,HELLO FRESH - DMS EXTRACTION - SHOP WORK,Site work,110,WELD RUN OF RAILS,WELD,0,2,0,0,FALSE,0
17496,Created,A BLACKWOOD,1,0,1,null,null,null,E/15777-1,HELLO FRESH - DMS EXTRACTION - SHOP WORK,Site work,1000,SUB CONTRACT WORK,SUBCON,0,0,0,0,FALSE,0
17495,Created,A REED,1,0,1,null,null,null,E/15244-8,MACHINING OF 3.5MM PIN HOLES ON 4 FLANGES,SALES,5,MACHINE,MACHINE,0,0,0,0,FALSE,0
17494,Created,null,1,0,1,null,null,null,E/15433-2,GEN 4 - ANODE / RETORT - LABOUR & SUBCON,SALES,3,PLATER,PLATE,0,151.3,0,0,FALSE,0
17494,Created,null,1,0,1,null,null,null,E/15433-2,GEN 4 - ANODE / RETORT - LABOUR & SUBCON,SALES,4,WELDER,WELD,0,425.8188889,0,0,FALSE,0
17494,Created,null,1,0,1,null,null,null,E/15433-2,GEN 4 - ANODE / RETORT - LABOUR & SUBCON,SALES,5,DRILL / MACHINE,MACHINE,0,73.4,0,0,FALSE,0
17494,Created,null,1,0,1,null,null,null,E/15433-2,GEN 4 - ANODE / RETORT - LABOUR & SUBCON,SALES,10,GENERAL,GENERAL,0,82.76888889,0,0,FALSE,0
17494,Created,null,1,0,1,null,null,null,E/15433-2,GEN 4 - ANODE / RETORT - LABOUR & SUBCON,SALES,1000,MACHINING,SUBCON,0,0,0,0,FALSE,0
17494,Created,null,1,0,1,null,null,null,E/15433-2,GEN 4 - ANODE / RETORT - LABOUR & SUBCON,SALES,1010,FORMING,SUBCON,0,0,0,0,FALSE,0
17494,Created,null,1,0,1,null,null,null,E/15433-2,GEN 4 - ANODE / RETORT - LABOUR & SUBCON,SALES,1020,NDT,SUBCON,0,0,0,0,FALSE,0
17494,Created,null,1,0,1,null,null,null,E/15433-2,GEN 4 - ANODE / RETORT - LABOUR & SUBCON,SALES,1030,TRANSPORT,SUBCON,0,0,0,0,FALSE,0
17493,WIP,G SKELTON,1,0,1,null,null,null,E/15830-1,"JIGS - BATCH S49301, S49213, S49234 ",Structural,3,PLATER,PLATE,0,57.25,0,0,FALSE,0
17493,WIP,G SKELTON,1,0,1,null,null,null,E/15830-1,"JIGS - BATCH S49301, S49213, S49234 ",Structural,4,WELDER,WELD,0,1.91888889,0,0,FALSE,0
17493,WIP,G SKELTON,1,0,1,null,null,null,E/15830-1,"JIGS - BATCH S49301, S49213, S49234 ",Structural,5,MACHINE / DRILL,MACHINE,0,34.7,0,0,FALSE,0
17493,WIP,G SKELTON,1,0,1,null,null,null,E/15830-1,"JIGS - BATCH S49301, S49213, S49234 ",Structural,10,GENERAL,GENERAL,0,31.65166667,0,1.25,FALSE,0
17493,WIP,G SKELTON,1,0,1,null,null,null,E/15830-1,"JIGS - BATCH S49301, S49213, S49234 ",Structural,1000,MACHINING,SUBCON,0,0,0,0,FALSE,0
17493,WIP,G SKELTON,1,0,1,null,null,null,E/15830-1,"JIGS - BATCH S49301, S49213, S49234 ",Structural,1010,NDT,SUBCON,0,0,0,0,FALSE,0
17493,WIP,G SKELTON,1,0,1,null,null,null,E/15830-1,"JIGS - BATCH S49301, S49213, S49234 ",Structural,1020,PAINT,SUBCON,0,0,0,0,FALSE,0
17493,WIP,G SKELTON,1,0,1,null,null,null,E/15830-1,"JIGS - BATCH S49301, S49213, S49234 ",Structural,1030,TRANSPORT,SUBCON,0,0,0,0,FALSE,0
17493,WIP,G SKELTON,1,0,1,null,null,null,E/15830-1,"JIGS - BATCH S49301, S49213, S49234 ",Structural,1040,MACHINING,SUBCON,0,0,0,0,FALSE,0
17493,WIP,G SKELTON,1,0,1,null,null,null,E/15830-1,"JIGS - BATCH S49301, S49213, S49234 ",Structural,1050,MACHINING,SUBCON,0,0,0,0,FALSE,3
17493,WIP,G SKELTON,1,0,1,null,null,null,E/15830-1,"JIGS - BATCH S49301, S49213, S49234 ",Structural,1060,MACHINING,SUBCON,0,0,0,0,FALSE,0
17492,Completed,5. C SHIELS,1,1,0,14/11/2022 00:00:00,10/11/2022 00:00:00,null,E/15854-1,SOUTH BANK QUAY - SHEET PILES - OCTOBER,Structural,3,PLATER,PLATE,0,105,0,105,TRUE,0
17492,Completed,5. C SHIELS,1,1,0,14/11/2022 00:00:00,10/11/2022 00:00:00,null,E/15854-1,SOUTH BANK QUAY - SHEET PILES - OCTOBER,Structural,4,WELDER,WELD,0,105,0,105,TRUE,0
17492,Completed,5. C SHIELS,1,1,0,14/11/2022 00:00:00,10/11/2022 00:00:00,null,E/15854-1,SOUTH BANK QUAY - SHEET PILES - OCTOBER,Structural,10,GENERAL,GENERAL,0,6.73444444,0,6.73333333,TRUE,0
17492,Completed,5. C SHIELS,1,1,0,14/11/2022 00:00:00,10/11/2022 00:00:00,null,E/15854-1,SOUTH BANK QUAY - SHEET PILES - OCTOBER,Structural,1000,NDT,SUBCON,0,0,0,0,TRUE,0
17492,Completed,5. C SHIELS,1,1,0,14/11/2022 00:00:00,10/11/2022 00:00:00,null,E/15854-1,SOUTH BANK QUAY - SHEET PILES - OCTOBER,Structural,1010,HIRE EQUIPMENT,SUBCON,0,0,0,0,TRUE,11
17491,Cancelled,null,1,0,1,13/10/2022 00:00:00,null,null,E/15864-1,RETORT & ANODES - LABOUR and SUB-CONTRACT,Vessels and Pipework,10,null,GENERAL,0,0,0,0,FALSE,0
17490,Completed,A REED,1,1,0,26/10/2022 00:00:00,26/10/2022 00:00:00,null,E/15845-1,BLIND FLANGES / HALF COUPLINGS / SPIRAL WOUND GASKETS,Vessels and Pipework,3,PLATER,PLATE,0,1,0,2.21666667,TRUE,0
17490,Completed,A REED,1,1,0,26/10/2022 00:00:00,26/10/2022 00:00:00,null,E/15845-1,BLIND FLANGES / HALF COUPLINGS / SPIRAL WOUND GASKETS,Vessels and Pipework,4,WELDER,WELD,0,1.46888889,0,12.05,TRUE,0
17490,Completed,A REED,1,1,0,26/10/2022 00:00:00,26/10/2022 00:00:00,null,E/15845-1,BLIND FLANGES / HALF COUPLINGS / SPIRAL WOUND GASKETS,Vessels and Pipework,5,DRILL / MACHINE,MACHINE,0,0.8,0,4.46666666,TRUE,0
17490,Completed,A REED,1,1,0,26/10/2022 00:00:00,26/10/2022 00:00:00,null,E/15845-1,BLIND FLANGES / HALF COUPLINGS / SPIRAL WOUND GASKETS,Vessels and Pipework,10,GENERAL,GENERAL,0,2.31888889,0,0,TRUE,0
17490,Completed,A REED,1,1,0,26/10/2022 00:00:00,26/10/2022 00:00:00,null,E/15845-1,BLIND FLANGES / HALF COUPLINGS / SPIRAL WOUND GASKETS,Vessels and Pipework,1000,NDT,SUBCON,0,0,0,0,TRUE,1
17489,Completed,5. C SHIELS,1,1,0,16/11/2022 00:00:00,31/10/2022 00:00:00,null,E/15863-1,SUPPLY OF WELDER TO SITE,Site work,4,WELDER,WELD,0,160,0,202,TRUE,0
17488,WIP,null,1,0,1,null,null,null,E/15463-3,"Variation to order
VO 22-061 Costs to weld monel segments on the flange face of one unit and then machine face.",SALES,4,WELDER,WELD,0,15,0,14.84999999,FALSE,0
17488,WIP,null,1,0,1,null,null,null,E/15463-3,"Variation to order
VO 22-061 Costs to weld monel segments on the flange face of one unit and then machine face.",SALES,5,machine the MONEL,MACHINE,0,0,0,0,FALSE,0
17487,Completed,null,1,1,0,11/11/2022 00:00:00,08/11/2022 00:00:00,null,E/15831-1,SHUTTERING 7250MM DIA POUR BOXES,SALES,3,PLATER,PLATE,0,0,0,0,TRUE,0
17487,Completed,null,1,1,0,11/11/2022 00:00:00,08/11/2022 00:00:00,null,E/15831-1,SHUTTERING 7250MM DIA POUR BOXES,SALES,4,WELDER,WELD,0,0.00222222,0,0,TRUE,0
17487,Completed,null,1,1,0,11/11/2022 00:00:00,08/11/2022 00:00:00,null,E/15831-1,SHUTTERING 7250MM DIA POUR BOXES,SALES,5,DRILL / MACHINE,MACHINE,0,0,0,0,TRUE,0
17487,Completed,null,1,1,0,11/11/2022 00:00:00,08/11/2022 00:00:00,null,E/15831-1,SHUTTERING 7250MM DIA POUR BOXES,SALES,6,GENERAL,GENERAL,0,0,0,5.75,TRUE,0
17487,Completed,null,1,1,0,11/11/2022 00:00:00,08/11/2022 00:00:00,null,E/15831-1,SHUTTERING 7250MM DIA POUR BOXES,SALES,10,RECEIPT AND INSPECTION OF MATERIALS,INSPECT,0,3,0,0,TRUE,0
17487,Completed,null,1,1,0,11/11/2022 00:00:00,08/11/2022 00:00:00,null,E/15831-1,SHUTTERING 7250MM DIA POUR BOXES,SALES,20,MARK POSITIONS OF HOLES IN ITEMS 5 & 6. SET OF 6 AS DRAWING & SET OF 6 MIRRORED,MACHINE,0,3,0,6.51666667,TRUE,0
17487,Completed,null,1,1,0,11/11/2022 00:00:00,08/11/2022 00:00:00,null,E/15831-1,SHUTTERING 7250MM DIA POUR BOXES,SALES,30,INSPECTION OF HOLE POSITIONS PRIOR TO DRILLING,INSPECT,0,2,0,0,TRUE,0
17487,Completed,null,1,1,0,11/11/2022 00:00:00,08/11/2022 00:00:00,null,E/15831-1,SHUTTERING 7250MM DIA POUR BOXES,SALES,40,DRILL HOLES POST INSPECTION,MACHINE,0,4.2,0,3.25,TRUE,0
17487,Completed,null,1,1,0,11/11/2022 00:00:00,08/11/2022 00:00:00,null,E/15831-1,SHUTTERING 7250MM DIA POUR BOXES,SALES,50,ASSEMBLE & TACK BOSSES TO ITEMS 5 & 6,PLATE,0,15.2,0,9.11666666,TRUE,0
17487,Completed,null,1,1,0,11/11/2022 00:00:00,08/11/2022 00:00:00,null,E/15831-1,SHUTTERING 7250MM DIA POUR BOXES,SALES,60,PRE-WELD VISUAL & DIMENSIONAL OF BOSSES,INSPECT,0,2,0,0,TRUE,0
17487,Completed,null,1,1,0,11/11/2022 00:00:00,08/11/2022 00:00:00,null,E/15831-1,SHUTTERING 7250MM DIA POUR BOXES,SALES,70,WELD BOSSES AND DRESS,WELD,0,12,0,11.23333333,TRUE,0
17487,Completed,null,1,1,0,11/11/2022 00:00:00,08/11/2022 00:00:00,null,E/15831-1,SHUTTERING 7250MM DIA POUR BOXES,SALES,80,POST WELD VISUAL & DIMENSIONAL INSPECTION OF BOSSES,INSPECT,0,2,0,0,TRUE,0
17487,Completed,null,1,1,0,11/11/2022 00:00:00,08/11/2022 00:00:00,null,E/15831-1,SHUTTERING 7250MM DIA POUR BOXES,SALES,90,NDT,SUBCON,0,0,0,0,TRUE,0
17487,Completed,null,1,1,0,11/11/2022 00:00:00,08/11/2022 00:00:00,null,E/15831-1,SHUTTERING 7250MM DIA POUR BOXES,SALES,100,"PREP AS REQUIRED, ASSEMBLE & TACK ALL ITEMS AS DRAWING ",PLATE,0,42,0,55.48333332,TRUE,0
17487,Completed,null,1,1,0,11/11/2022 00:00:00,08/11/2022 00:00:00,null,E/15831-1,SHUTTERING 7250MM DIA POUR BOXES,SALES,110,PRE-WELD VISUAL & DIMENSIONAL INSPECTION,INSPECT,0,2,0,0,TRUE,0
17487,Completed,null,1,1,0,11/11/2022 00:00:00,08/11/2022 00:00:00,null,E/15831-1,SHUTTERING 7250MM DIA POUR BOXES,SALES,120,WELD OUT ASSEMBLIES AND DRESS,WELD,0,25.66666667,0,26.46666668,TRUE,0
17487,Completed,null,1,1,0,11/11/2022 00:00:00,08/11/2022 00:00:00,null,E/15831-1,SHUTTERING 7250MM DIA POUR BOXES,SALES,130,POST WELD VISUAL & DIMENSIONAL INSPECTION,INSPECT,0,2,0,3.06666667,TRUE,0
17487,Completed,null,1,1,0,11/11/2022 00:00:00,08/11/2022 00:00:00,null,E/15831-1,SHUTTERING 7250MM DIA POUR BOXES,SALES,140,NDT,SUBCON,0,0,0,0,TRUE,0
17487,Completed,null,1,1,0,11/11/2022 00:00:00,08/11/2022 00:00:00,null,E/15831-1,SHUTTERING 7250MM DIA POUR BOXES,SALES,150,LOAD OUT AND DELIVER,GENERAL,0,3.8,0,0,TRUE,0
17487,Completed,null,1,1,0,11/11/2022 00:00:00,08/11/2022 00:00:00,null,E/15831-1,SHUTTERING 7250MM DIA POUR BOXES,SALES,1000,FORMING,SUBCON,0,0,0,0,TRUE,0
17487,Completed,null,1,1,0,11/11/2022 00:00:00,08/11/2022 00:00:00,null,E/15831-1,SHUTTERING 7250MM DIA POUR BOXES,SALES,1010,NDT,SUBCON,0,0,0,0,TRUE,0
17487,Completed,null,1,1,0,11/11/2022 00:00:00,08/11/2022 00:00:00,null,E/15831-1,SHUTTERING 7250MM DIA POUR BOXES,SALES,1020,MACHINING,SUBCON,0,0,0,0,TRUE,36
17486,Total Qty Received,null,1,1,0,null,28/10/2022 00:00:00,null,E/15797-13,48 inch Riser F Assembly & Welding. ,SALES,20,POSITION THE RISER VERTICALLY & FIT THE ITEM 5 ROUND BAR.,PLATE,0,3.75,0,4.36666667,TRUE,0
17486,Total Qty Received,null,1,1,0,null,28/10/2022 00:00:00,null,E/15797-13,48 inch Riser F Assembly & Welding. ,SALES,30,PRE-WELD DIMENSIONAL AND ORIENTATION CHECK.,INSPECT,0,0.08333333,0,0,TRUE,0
17486,Total Qty Received,null,1,1,0,null,28/10/2022 00:00:00,null,E/15797-13,48 inch Riser F Assembly & Welding. ,SALES,40,WELD THE ITEM 5 ROUND BAR TO THE RISER STRUCTURE.,WELD,0,17.5,0,21.91666666,TRUE,0
17486,Total Qty Received,null,1,1,0,null,28/10/2022 00:00:00,null,E/15797-13,48 inch Riser F Assembly & Welding. ,SALES,50,TURN THE RISER HORIZONTAL & SECURE IT TO THE MANIPULATOR.,PLATE,0,2.5,0,0.8,TRUE,0
17486,Total Qty Received,null,1,1,0,null,28/10/2022 00:00:00,null,E/15797-13,48 inch Riser F Assembly & Welding. ,SALES,60,FIT & BRACE THE 8no ACTUATORS TO THE RISER STRUCTURE.,PLATE,0,13.5,0,16.69999999,TRUE,0
17486,Total Qty Received,null,1,1,0,null,28/10/2022 00:00:00,null,E/15797-13,48 inch Riser F Assembly & Welding. ,SALES,70,"PRE-WELD DIMENSIONAL, ORIENTATION AND FIT UP CHECK.",INSPECT,0,0.5,0,0,TRUE,0
17486,Total Qty Received,null,1,1,0,null,28/10/2022 00:00:00,null,E/15797-13,48 inch Riser F Assembly & Welding. ,SALES,80,WELD THE 8no ACTUATORS TO THE RISER STRUCTURE.,WELD,0,48.5,0,26.39999999,TRUE,0
17486,Total Qty Received,null,1,1,0,null,28/10/2022 00:00:00,null,E/15797-13,48 inch Riser F Assembly & Welding. ,SALES,90,REMOVE THE TEMPORARY BRACING FROM THE ACTUATORS.,PLATE,0,2,0,1.45,TRUE,0
17486,Total Qty Received,null,1,1,0,null,28/10/2022 00:00:00,null,E/15797-13,48 inch Riser F Assembly & Welding. ,SALES,100,FLUSH THE INTERNAL WELDS ON THE ACTUATOR CONNECTIONS.,GENERAL,0,0,0,5.76666667,TRUE,0
17486,Total Qty Received,null,1,1,0,null,28/10/2022 00:00:00,null,E/15797-13,48 inch Riser F Assembly & Welding. ,SALES,110,N.D.T. THE 8no ACTUATOR TO RISER WELDED CONNECTIONS.,SUBCON,0,0,0,0,FALSE,0
17486,Total Qty Received,null,1,1,0,null,28/10/2022 00:00:00,null,E/15797-13,48 inch Riser F Assembly & Welding. ,SALES,120,TURN THE RISER BACK TO THE VERTICAL POSITION & LEVEL UP.,PLATE,0,1.5,0,0.66666667,TRUE,0
17486,Total Qty Received,null,1,1,0,null,28/10/2022 00:00:00,null,E/15797-13,48 inch Riser F Assembly & Welding. ,SALES,130,DRESS & FIT ITEM 6 (8off) AND ITEM 7 TO THE RISER STRUCTURE.,PLATE,0,3.75,0,4.38333333,TRUE,0
17486,Total Qty Received,null,1,1,0,null,28/10/2022 00:00:00,null,E/15797-13,48 inch Riser F Assembly & Welding. ,SALES,140,PRE-WELD DIMENSIONAL AND ORIENTATION CHECK.,INSPECT,0,0.16666667,0,0,TRUE,0
17486,Total Qty Received,null,1,1,0,null,28/10/2022 00:00:00,null,E/15797-13,48 inch Riser F Assembly & Welding. ,SALES,150,WELD ITEM 6 (8off) AND ITEM 7 TO THE RISER STRUCTURE.,WELD,0,3.5,0,7.75,TRUE,0
17486,Total Qty Received,null,1,1,0,null,28/10/2022 00:00:00,null,E/15797-13,48 inch Riser F Assembly & Welding. ,SALES,160,PRE-DELIVERY DIMENSIONAL & VISUAL WELD INSPECTION.,INSPECT,0,1,0,0,TRUE,0
17486,Total Qty Received,null,1,1,0,null,28/10/2022 00:00:00,null,E/15797-13,48 inch Riser F Assembly & Welding. ,SALES,170,COMPLETE ALL REMAINING N.D.T. REQUIREMENTS.,SUBCON,0,0,0,0,FALSE,0
17486,Total Qty Received,null,1,1,0,null,28/10/2022 00:00:00,null,E/15797-13,48 inch Riser F Assembly & Welding. ,SALES,180,FIT THE FLANGE & ACTUATOR PROTECTION & LOAD FOR DELIVERY.,GENERAL,0,4.75,0,0,TRUE,0
17485,WIP,null,1,0,1,null,null,null,E/15797-12,48 inch Riser E Assembly & Welding. ,SALES,20,POSITION THE RISER VERTICALLY & FIT THE ITEM 5 ROUND BAR.,PLATE,0,3.75,0,0,TRUE,0
17485,WIP,null,1,0,1,null,null,null,E/15797-12,48 inch Riser E Assembly & Welding. ,SALES,30,PRE-WELD DIMENSIONAL AND ORIENTATION CHECK.,INSPECT,0,0.08333333,0,0,TRUE,0
17485,WIP,null,1,0,1,null,null,null,E/15797-12,48 inch Riser E Assembly & Welding. ,SALES,40,WELD THE ITEM 5 ROUND BAR TO THE RISER STRUCTURE.,WELD,0,17.5,0,16.43333333,TRUE,0
17485,WIP,null,1,0,1,null,null,null,E/15797-12,48 inch Riser E Assembly & Welding. ,SALES,50,TURN THE RISER HORIZONTAL & SECURE IT TO THE MANIPULATOR.,PLATE,0,2.5,0,0,TRUE,0
17485,WIP,null,1,0,1,null,null,null,E/15797-12,48 inch Riser E Assembly & Welding. ,SALES,60,FIT & BRACE THE 8no ACTUATORS TO THE RISER STRUCTURE.,PLATE,0,13.5,0,8.93333333,FALSE,0
17485,WIP,null,1,0,1,null,null,null,E/15797-12,48 inch Riser E Assembly & Welding. ,SALES,70,"PRE-WELD DIMENSIONAL, ORIENTATION AND FIT UP CHECK.",INSPECT,0,0.5,0,0,FALSE,0
17485,WIP,null,1,0,1,null,null,null,E/15797-12,48 inch Riser E Assembly & Welding. ,SALES,80,WELD THE 8no ACTUATORS TO THE RISER STRUCTURE.,WELD,0,48.5,0,0,FALSE,0
17485,WIP,null,1,0,1,null,null,null,E/15797-12,48 inch Riser E Assembly & Welding. ,SALES,90,REMOVE THE TEMPORARY BRACING FROM THE ACTUATORS.,PLATE,0,2,0,0,FALSE,0
17485,WIP,null,1,0,1,null,null,null,E/15797-12,48 inch Riser E Assembly & Welding. ,SALES,100,FLUSH THE INTERNAL WELDS ON THE ACTUATOR CONNECTIONS.,GENERAL,0,3.75,0,0,FALSE,0
17485,WIP,null,1,0,1,null,null,null,E/15797-12,48 inch Riser E Assembly & Welding. ,SALES,110,N.D.T. THE 8no ACTUATOR TO RISER WELDED CONNECTIONS.,SUBCON,0,0,0,0,FALSE,0
17485,WIP,null,1,0,1,null,null,null,E/15797-12,48 inch Riser E Assembly & Welding. ,SALES,120,TURN THE RISER BACK TO THE VERTICAL POSITION & LEVEL UP.,PLATE,0,1.5,0,0,FALSE,0
17485,WIP,null,1,0,1,null,null,null,E/15797-12,48 inch Riser E Assembly & Welding. ,SALES,130,DRESS & FIT ITEM 6 (8off) AND ITEM 7 TO THE RISER STRUCTURE.,PLATE,0,3.75,0,0,FALSE,0
17485,WIP,null,1,0,1,null,null,null,E/15797-12,48 inch Riser E Assembly & Welding. ,SALES,140,PRE-WELD DIMENSIONAL AND ORIENTATION CHECK.,INSPECT,0,0.16666667,0,0,FALSE,0
17485,WIP,null,1,0,1,null,null,null,E/15797-12,48 inch Riser E Assembly & Welding. ,SALES,150,WELD ITEM 6 (8off) AND ITEM 7 TO THE RISER STRUCTURE.,WELD,0,3.5,0,0,FALSE,0
17485,WIP,null,1,0,1,null,null,null,E/15797-12,48 inch Riser E Assembly & Welding. ,SALES,160,PRE-DELIVERY DIMENSIONAL & VISUAL WELD INSPECTION.,INSPECT,0,1,0,0,FALSE,0
17485,WIP,null,1,0,1,null,null,null,E/15797-12,48 inch Riser E Assembly & Welding. ,SALES,170,COMPLETE ALL REMAINING N.D.T. REQUIREMENTS.,SUBCON,0,0,0,0,FALSE,0
17485,WIP,null,1,0,1,null,null,null,E/15797-12,48 inch Riser E Assembly & Welding. ,SALES,180,FIT THE FLANGE & ACTUATOR PROTECTION & LOAD FOR DELIVERY.,GENERAL,0,1,0,0,FALSE,0
17484,Total Qty Received,null,1,1,0,null,28/10/2022 00:00:00,null,E/15797-11,48 inch Riser D Assembly & Welding. ,SALES,20,POSITION THE RISER VERTICALLY & FIT THE ITEM 5 ROUND BAR.,PLATE,0,3.75,0,9.83333333,TRUE,0
17484,Total Qty Received,null,1,1,0,null,28/10/2022 00:00:00,null,E/15797-11,48 inch Riser D Assembly & Welding. ,SALES,30,PRE-WELD DIMENSIONAL AND ORIENTATION CHECK.,INSPECT,0,0.08333333,0,0,TRUE,0
