CustID,CustName,SONo,SOLineNo,SOLineStatus,SOLineQty,QtyOS,SOLineNet,PartDescription,SODate,SOLineRequiredDate,SOLinePromisedDate,SOLinePartNo,NetOS,WONo,WOStatusDescription,WOQtyOS,WOActualStartDate,MaxWOSchedFinish
DUCO,TECHNIPFMC UMBILICALS LTD,4880,10,10,14,14,48776,DU015567-09-031B REV. 4 - ITEMS 1 & 3; 6 TO 14,00:00.0,00:00.0,00:00.0,E/10707-10,1512056,12814,Completed,1,00:00.0,00:00.0
DUCO,TECHNIPFMC UMBILICALS LTD,4880,11,10,5,5,17420,DU015567-09-031C REV. 6 - ITEMS 2 & 3; 8 TO 18,00:00.0,00:00.0,00:00.0,E/10707-11,540020,12815,Completed,1,22:00.0,00:00.0
DUCO,TECHNIPFMC UMBILICALS LTD,4880,11,10,5,5,17420,DU015567-09-031C REV. 6 - ITEMS 2 & 3; 8 TO 18,00:00.0,00:00.0,00:00.0,E/10707-11,540020,12816,Completed,1,54:00.0,00:00.0
DUCO,TECHNIPFMC UMBILICALS LTD,4880,11,10,5,5,17420,DU015567-09-031C REV. 6 - ITEMS 2 & 3; 8 TO 18,00:00.0,00:00.0,00:00.0,E/10707-11,557440,12817,Completed,1,57:00.0,00:00.0
DUCO,TECHNIPFMC UMBILICALS LTD,4880,11,10,5,5,17420,DU015567-09-031C REV. 6 - ITEMS 2 & 3; 8 TO 18,00:00.0,00:00.0,00:00.0,E/10707-11,540020,12818,Completed,1,50:00.0,00:00.0
DUCO,TECHNIPFMC UMBILICALS LTD,4880,11,10,5,5,17420,DU015567-09-031C REV. 6 - ITEMS 2 & 3; 8 TO 18,00:00.0,00:00.0,00:00.0,E/10707-11,540020,12819,Completed,1,40:00.0,00:00.0
DUCO,TECHNIPFMC UMBILICALS LTD,4880,12,10,1,1,10671,DU015567-21-034-02-02 REV. 1 - ITEMS 1 & 2; 7 & 9; 11 TO 21,00:00.0,00:00.0,00:00.0,E/10707-12,32013,12820,Completed,1,00:00.0,00:00.0
DUCO,TECHNIPFMC UMBILICALS LTD,4880,13,10,1,1,4192,DU015567-21-032-02-02 REV. 1 - ITEMS 1 TO 4; 7 & 8; 11 TO 18,00:00.0,00:00.0,00:00.0,E/10707-13,12576,12821,Completed,1,19:00.0,00:00.0
DUCO,TECHNIPFMC UMBILICALS LTD,4880,14,30,1,0,10617,DU015567-09-034 REV. 3,00:00.0,00:00.0,00:00.0,E/10707-14,0,12822,Completed,0,00:00.0,00:00.0
DUCO,TECHNIPFMC UMBILICALS LTD,4880,15,30,1,0,3484,SUBSEA TERMINATION UNIT WATER INJECTION TENSILE TEST STI (21-031A-02),00:00.0,00:00.0,00:00.0,E/10707-15,0,12823,Completed,0,00:00.0,00:00.0
DUCO,TECHNIPFMC UMBILICALS LTD,4880,16,30,1,0,3484,SUBSEA TERMINATION UNIT WATER INJECTION TENSILE TEST STI (21-031B-02),00:00.0,00:00.0,00:00.0,E/10707-16,0,12824,Completed,0,00:00.0,00:00.0
DUCO,TECHNIPFMC UMBILICALS LTD,4880,17,30,2,0,6968,SUBSEA TERMINATION UNIT WATER INJECTION SIT (09-031C) - DU015567-09-031C REV. 6 - ITEMS 2 & 3; 8 8 TO 18,00:00.0,00:00.0,00:00.0,E/10707-17,0,12825,Completed,0,00:00.0,00:00.0
DUCO,TECHNIPFMC UMBILICALS LTD,4880,17,30,2,0,6968,SUBSEA TERMINATION UNIT WATER INJECTION SIT (09-031C) - DU015567-09-031C REV. 6 - ITEMS 2 & 3; 8 8 TO 18,00:00.0,00:00.0,00:00.0,E/10707-17,0,12826,Completed,0,00:00.0,00:00.0
DUCO,TECHNIPFMC UMBILICALS LTD,4880,18,10,1,1,0,MATERIALS,00:00.0,00:00.0,00:00.0,E/10707-18,0,12642,Completed,1,00:00.0,00:00.0
DUCO,TECHNIPFMC UMBILICALS LTD,4880,18,10,1,1,0,MATERIALS,00:00.0,00:00.0,00:00.0,E/10707-18,0,12645,Cancelled,1,00:00.0,00:00.0
DUCO,TECHNIPFMC UMBILICALS LTD,4880,18,10,1,1,0,MATERIALS,00:00.0,00:00.0,00:00.0,E/10707-18,0,12646,Cancelled,1,00:00.0,00:00.0
DUCO,TECHNIPFMC UMBILICALS LTD,4880,18,10,1,1,0,MATERIALS,00:00.0,00:00.0,00:00.0,E/10707-18,0,12647,Cancelled,1,00:00.0,00:00.0
DUCO,TECHNIPFMC UMBILICALS LTD,4880,18,10,1,1,0,MATERIALS,00:00.0,00:00.0,00:00.0,E/10707-18,0,12648,Cancelled,1,00:00.0,00:00.0
DUCO,TECHNIPFMC UMBILICALS LTD,4880,18,10,1,1,0,MATERIALS,00:00.0,00:00.0,00:00.0,E/10707-18,0,12649,Cancelled,1,00:00.0,00:00.0
DUCO,TECHNIPFMC UMBILICALS LTD,4880,18,10,1,1,0,MATERIALS,00:00.0,00:00.0,00:00.0,E/10707-18,0,12650,Cancelled,1,00:00.0,00:00.0
DUCO,TECHNIPFMC UMBILICALS LTD,4880,18,10,1,1,0,MATERIALS,00:00.0,00:00.0,00:00.0,E/10707-18,0,12651,Cancelled,1,00:00.0,00:00.0
DUCO,TECHNIPFMC UMBILICALS LTD,4880,18,10,1,1,0,MATERIALS,00:00.0,00:00.0,00:00.0,E/10707-18,0,12652,Cancelled,1,00:00.0,00:00.0
DUCO,TECHNIPFMC UMBILICALS LTD,4880,18,10,1,1,0,MATERIALS,00:00.0,00:00.0,00:00.0,E/10707-18,0,12653,Cancelled,1,00:00.0,00:00.0
DUCO,TECHNIPFMC UMBILICALS LTD,4880,18,10,1,1,0,MATERIALS,00:00.0,00:00.0,00:00.0,E/10707-18,0,12654,Cancelled,1,00:00.0,00:00.0
DUCO,TECHNIPFMC UMBILICALS LTD,4880,18,10,1,1,0,MATERIALS,00:00.0,00:00.0,00:00.0,E/10707-18,0,12655,Cancelled,1,00:00.0,00:00.0
DUCO,TECHNIPFMC UMBILICALS LTD,4880,18,10,1,1,0,MATERIALS,00:00.0,00:00.0,00:00.0,E/10707-18,0,12656,Cancelled,1,00:00.0,00:00.0
DUCO,TECHNIPFMC UMBILICALS LTD,4880,18,10,1,1,0,MATERIALS,00:00.0,00:00.0,00:00.0,E/10707-18,0,12657,Cancelled,1,00:00.0,00:00.0
DUCO,TECHNIPFMC UMBILICALS LTD,4880,18,10,1,1,0,MATERIALS,00:00.0,00:00.0,00:00.0,E/10707-18,0,12658,Cancelled,1,00:00.0,00:00.0
DUCO,TECHNIPFMC UMBILICALS LTD,4880,18,10,1,1,0,MATERIALS,00:00.0,00:00.0,00:00.0,E/10707-18,0,12659,Cancelled,1,00:00.0,00:00.0
DUCO,TECHNIPFMC UMBILICALS LTD,4880,18,10,1,1,0,MATERIALS,00:00.0,00:00.0,00:00.0,E/10707-18,0,12660,Cancelled,1,00:00.0,00:00.0
DUCO,TECHNIPFMC UMBILICALS LTD,4880,18,10,1,1,0,MATERIALS,00:00.0,00:00.0,00:00.0,E/10707-18,0,12661,Cancelled,1,00:00.0,00:00.0
DUCO,TECHNIPFMC UMBILICALS LTD,4880,18,10,1,1,0,MATERIALS,00:00.0,00:00.0,00:00.0,E/10707-18,0,12662,Cancelled,1,00:00.0,00:00.0
DUCO,TECHNIPFMC UMBILICALS LTD,4880,18,10,1,1,0,MATERIALS,00:00.0,00:00.0,00:00.0,E/10707-18,0,12663,Cancelled,1,00:00.0,00:00.0
DUCO,TECHNIPFMC UMBILICALS LTD,4880,18,10,1,1,0,MATERIALS,00:00.0,00:00.0,00:00.0,E/10707-18,0,12664,Cancelled,1,00:00.0,00:00.0
DUCO,TECHNIPFMC UMBILICALS LTD,4880,18,10,1,1,0,MATERIALS,00:00.0,00:00.0,00:00.0,E/10707-18,0,12665,Cancelled,1,00:00.0,00:00.0
DUCO,TECHNIPFMC UMBILICALS LTD,4880,18,10,1,1,0,MATERIALS,00:00.0,00:00.0,00:00.0,E/10707-18,0,12666,Cancelled,1,00:00.0,00:00.0
DUCO,TECHNIPFMC UMBILICALS LTD,4880,18,10,1,1,0,MATERIALS,00:00.0,00:00.0,00:00.0,E/10707-18,0,12667,Cancelled,1,00:00.0,00:00.0
DUCO,TECHNIPFMC UMBILICALS LTD,4880,18,10,1,1,0,MATERIALS,00:00.0,00:00.0,00:00.0,E/10707-18,0,12668,Cancelled,1,00:00.0,00:00.0
DUCO,TECHNIPFMC UMBILICALS LTD,4880,18,10,1,1,0,MATERIALS,00:00.0,00:00.0,00:00.0,E/10707-18,0,12669,Cancelled,1,00:00.0,00:00.0
DUCO,TECHNIPFMC UMBILICALS LTD,4880,18,10,1,1,0,MATERIALS,00:00.0,00:00.0,00:00.0,E/10707-18,0,12670,Cancelled,1,00:00.0,00:00.0
DUCO,TECHNIPFMC UMBILICALS LTD,4880,18,10,1,1,0,MATERIALS,00:00.0,00:00.0,00:00.0,E/10707-18,0,12671,Cancelled,1,00:00.0,00:00.0
DUCO,TECHNIPFMC UMBILICALS LTD,4880,18,10,1,1,0,MATERIALS,00:00.0,00:00.0,00:00.0,E/10707-18,0,12672,Cancelled,1,00:00.0,00:00.0
DUCO,TECHNIPFMC UMBILICALS LTD,4880,18,10,1,1,0,MATERIALS,00:00.0,00:00.0,00:00.0,E/10707-18,0,12673,Cancelled,1,00:00.0,00:00.0
DUCO,TECHNIPFMC UMBILICALS LTD,4880,18,10,1,1,0,MATERIALS,00:00.0,00:00.0,00:00.0,E/10707-18,0,12674,Cancelled,1,00:00.0,00:00.0
DUCO,TECHNIPFMC UMBILICALS LTD,4880,18,10,1,1,0,MATERIALS,00:00.0,00:00.0,00:00.0,E/10707-18,0,12675,Cancelled,1,00:00.0,00:00.0
DUCO,TECHNIPFMC UMBILICALS LTD,4880,18,10,1,1,0,MATERIALS,00:00.0,00:00.0,00:00.0,E/10707-18,0,12676,Cancelled,1,00:00.0,00:00.0
DUCO,TECHNIPFMC UMBILICALS LTD,4880,18,10,1,1,0,MATERIALS,00:00.0,00:00.0,00:00.0,E/10707-18,0,12677,Cancelled,1,00:00.0,00:00.0
DUCO,TECHNIPFMC UMBILICALS LTD,4880,18,10,1,1,0,MATERIALS,00:00.0,00:00.0,00:00.0,E/10707-18,0,12678,Cancelled,1,00:00.0,00:00.0
DUCO,TECHNIPFMC UMBILICALS LTD,4880,18,10,1,1,0,MATERIALS,00:00.0,00:00.0,00:00.0,E/10707-18,0,12679,Cancelled,1,00:00.0,00:00.0
DUCO,TECHNIPFMC UMBILICALS LTD,4880,18,10,1,1,0,MATERIALS,00:00.0,00:00.0,00:00.0,E/10707-18,0,12680,Cancelled,1,00:00.0,00:00.0
DUCO,TECHNIPFMC UMBILICALS LTD,4880,18,10,1,1,0,MATERIALS,00:00.0,00:00.0,00:00.0,E/10707-18,0,12681,Cancelled,1,00:00.0,00:00.0
DUCO,TECHNIPFMC UMBILICALS LTD,4880,18,10,1,1,0,MATERIALS,00:00.0,00:00.0,00:00.0,E/10707-18,0,12682,Cancelled,1,00:00.0,00:00.0
DUCO,TECHNIPFMC UMBILICALS LTD,4880,18,10,1,1,0,MATERIALS,00:00.0,00:00.0,00:00.0,E/10707-18,0,12683,Cancelled,1,00:00.0,00:00.0
DUCO,TECHNIPFMC UMBILICALS LTD,4880,18,10,1,1,0,MATERIALS,00:00.0,00:00.0,00:00.0,E/10707-18,0,12684,Cancelled,1,00:00.0,00:00.0
DUCO,TECHNIPFMC UMBILICALS LTD,4880,18,10,1,1,0,MATERIALS,00:00.0,00:00.0,00:00.0,E/10707-18,0,12685,Cancelled,1,00:00.0,00:00.0
DUCO,TECHNIPFMC UMBILICALS LTD,4880,18,10,1,1,0,MATERIALS,00:00.0,00:00.0,00:00.0,E/10707-18,0,12686,Cancelled,1,00:00.0,00:00.0
DUCO,TECHNIPFMC UMBILICALS LTD,4880,18,10,1,1,0,MATERIALS,00:00.0,00:00.0,00:00.0,E/10707-18,0,12687,Cancelled,1,00:00.0,00:00.0
DUCO,TECHNIPFMC UMBILICALS LTD,4880,18,10,1,1,0,MATERIALS,00:00.0,00:00.0,00:00.0,E/10707-18,0,12688,Cancelled,1,00:00.0,00:00.0
DUCO,TECHNIPFMC UMBILICALS LTD,4880,18,10,1,1,0,MATERIALS,00:00.0,00:00.0,00:00.0,E/10707-18,0,12689,Cancelled,1,00:00.0,00:00.0
DUCO,TECHNIPFMC UMBILICALS LTD,4880,18,10,1,1,0,MATERIALS,00:00.0,00:00.0,00:00.0,E/10707-18,0,12690,Cancelled,1,00:00.0,00:00.0
DUCO,TECHNIPFMC UMBILICALS LTD,4880,18,10,1,1,0,MATERIALS,00:00.0,00:00.0,00:00.0,E/10707-18,0,12691,Cancelled,1,00:00.0,00:00.0
DUCO,TECHNIPFMC UMBILICALS LTD,4880,18,10,1,1,0,MATERIALS,00:00.0,00:00.0,00:00.0,E/10707-18,0,12692,Cancelled,1,00:00.0,00:00.0
DUCO,TECHNIPFMC UMBILICALS LTD,4880,18,10,1,1,0,MATERIALS,00:00.0,00:00.0,00:00.0,E/10707-18,0,12693,Cancelled,1,00:00.0,00:00.0
DUCO,TECHNIPFMC UMBILICALS LTD,4880,18,10,1,1,0,MATERIALS,00:00.0,00:00.0,00:00.0,E/10707-18,0,12694,Cancelled,1,00:00.0,00:00.0
DUCO,TECHNIPFMC UMBILICALS LTD,4880,18,10,1,1,0,MATERIALS,00:00.0,00:00.0,00:00.0,E/10707-18,0,12695,Cancelled,1,00:00.0,00:00.0
DUCO,TECHNIPFMC UMBILICALS LTD,4880,18,10,1,1,0,MATERIALS,00:00.0,00:00.0,00:00.0,E/10707-18,0,12696,Cancelled,1,00:00.0,00:00.0
DUCO,TECHNIPFMC UMBILICALS LTD,4880,18,10,1,1,0,MATERIALS,00:00.0,00:00.0,00:00.0,E/10707-18,0,12697,Cancelled,1,00:00.0,00:00.0
DUCO,TECHNIPFMC UMBILICALS LTD,4880,18,10,1,1,0,MATERIALS,00:00.0,00:00.0,00:00.0,E/10707-18,0,12698,Cancelled,1,00:00.0,00:00.0
DUCO,TECHNIPFMC UMBILICALS LTD,4880,18,10,1,1,0,MATERIALS,00:00.0,00:00.0,00:00.0,E/10707-18,0,12699,Cancelled,1,00:00.0,00:00.0
DUCO,TECHNIPFMC UMBILICALS LTD,4880,18,10,1,1,0,MATERIALS,00:00.0,00:00.0,00:00.0,E/10707-18,0,12700,Cancelled,1,00:00.0,00:00.0
DUCO,TECHNIPFMC UMBILICALS LTD,4880,18,10,1,1,0,MATERIALS,00:00.0,00:00.0,00:00.0,E/10707-18,0,12701,Cancelled,1,00:00.0,00:00.0
DUCO,TECHNIPFMC UMBILICALS LTD,4880,18,10,1,1,0,MATERIALS,00:00.0,00:00.0,00:00.0,E/10707-18,0,12702,Cancelled,1,00:00.0,00:00.0
DUCO,TECHNIPFMC UMBILICALS LTD,4880,18,10,1,1,0,MATERIALS,00:00.0,00:00.0,00:00.0,E/10707-18,0,12703,Cancelled,1,00:00.0,00:00.0
DUCO,TECHNIPFMC UMBILICALS LTD,4880,18,10,1,1,0,MATERIALS,00:00.0,00:00.0,00:00.0,E/10707-18,0,12827,Cancelled,1,00:00.0,00:00.0
DUCO,TECHNIPFMC UMBILICALS LTD,4880,18,10,1,1,0,MATERIALS,00:00.0,00:00.0,00:00.0,E/10707-18,0,12828,Cancelled,1,00:00.0,00:00.0
DUCO,TECHNIPFMC UMBILICALS LTD,4880,18,10,1,1,0,MATERIALS,00:00.0,00:00.0,00:00.0,E/10707-18,0,12829,Cancelled,1,00:00.0,00:00.0
DUCO,TECHNIPFMC UMBILICALS LTD,4880,18,10,1,1,0,MATERIALS,00:00.0,00:00.0,00:00.0,E/10707-18,0,12830,Cancelled,1,00:00.0,00:00.0
DUCO,TECHNIPFMC UMBILICALS LTD,4880,18,10,1,1,0,MATERIALS,00:00.0,00:00.0,00:00.0,E/10707-18,0,12831,Cancelled,1,00:00.0,00:00.0
DUCO,TECHNIPFMC UMBILICALS LTD,4880,19,10,1,1,0,DU015567-21-001-02-01,00:00.0,00:00.0,00:00.0,E/10707-19,0,12833,Completed,1,07:00.0,00:00.0
DUCO,TECHNIPFMC UMBILICALS LTD,4880,20,30,2,0,0,DU015567-21-001-03-01,00:00.0,00:00.0,00:00.0,E/10707-20,0,12834,Completed,0,16:00.0,00:00.0
DUCO,TECHNIPFMC UMBILICALS LTD,4880,20,30,2,0,0,DU015567-21-001-03-01,00:00.0,00:00.0,00:00.0,E/10707-20,0,12932,Completed,0,00:00.0,00:00.0
DUCO,TECHNIPFMC UMBILICALS LTD,4880,21,0,1,1,0,DU0015567-21-002-04,00:00.0,00:00.0,00:00.0,E/10707-21,0,12835,Completed,1,00:00.0,00:00.0
DUCO,TECHNIPFMC UMBILICALS LTD,4880,22,30,2,0,0,DU0015567-21-001-01,00:00.0,00:00.0,00:00.0,E/10707-22,0,12836,Completed,0,00:00.0,00:00.0
DUCO,TECHNIPFMC UMBILICALS LTD,4880,22,30,2,0,0,DU0015567-21-001-01,00:00.0,00:00.0,00:00.0,E/10707-22,0,12933,Completed,0,00:00.0,00:00.0
DUCO,TECHNIPFMC UMBILICALS LTD,4880,23,10,1,1,0,DU015567-21-002-03-01,00:00.0,00:00.0,00:00.0,E/10707-23,0,12837,Completed,1,06:00.0,00:00.0
DUCO,TECHNIPFMC UMBILICALS LTD,4880,24,10,1,1,0,DU015567-21-002-02-01,00:00.0,00:00.0,00:00.0,E/10707-24,0,12838,Completed,1,34:00.0,00:00.0
DUCO,TECHNIPFMC UMBILICALS LTD,4880,25,10,1,1,0,DU015567-09-033,00:00.0,00:00.0,00:00.0,E/10707-25,0,12839,Completed,1,42:00.0,00:00.0
DUCO,TECHNIPFMC UMBILICALS LTD,4880,26,30,2,0,0,DU015567-21-001-02,00:00.0,00:00.0,00:00.0,E/10707-26,0,12840,Completed,0,18:00.0,00:00.0
DUCO,TECHNIPFMC UMBILICALS LTD,4880,26,30,2,0,0,DU015567-21-001-02,00:00.0,00:00.0,00:00.0,E/10707-26,0,12901,Completed,0,00:00.0,00:00.0
DUCO,TECHNIPFMC UMBILICALS LTD,4880,27,10,1,1,0,DU015567-21-002-004,00:00.0,00:00.0,00:00.0,E/10707-27,0,12841,Completed,1,17:00.0,00:00.0
DUCO,TECHNIPFMC UMBILICALS LTD,4880,28,0,1,1,0,RICHARD TO AMEND,00:00.0,00:00.0,00:00.0,E/10707-28,0,12842,Completed,1,00:00.0,00:00.0
DUCO,TECHNIPFMC UMBILICALS LTD,4880,29,10,1,1,0,DU015567-09-031-02,00:00.0,00:00.0,00:00.0,E/10707-29,0,13224,Completed,1,23:00.0,00:00.0
DUCO,TECHNIPFMC UMBILICALS LTD,4880,30,10,1,1,0,DU015567-09-031-02,00:00.0,00:00.0,00:00.0,E/10707-30,0,13225,Completed,1,03:00.0,00:00.0
DUCO,TECHNIPFMC UMBILICALS LTD,4880,31,0,1,1,0,DU015567-09-034-01,00:00.0,00:00.0,00:00.0,E/10707-31,0,13383,Completed,1,00:00.0,00:00.0
DUCO,TECHNIPFMC UMBILICALS LTD,4880,32,0,1,1,0,DU015567-09-034-03 ,00:00.0,00:00.0,00:00.0,E/10707-32,0,13384,Completed,1,00:00.0,00:00.0
DUCO,TECHNIPFMC UMBILICALS LTD,4880,33,0,1,1,0,RB TO AMEND,00:00.0,00:00.0,00:00.0,E/10707-33,0,13385,Completed,1,00:00.0,00:00.0
DUCO,TECHNIPFMC UMBILICALS LTD,4880,34,0,1,1,0,DU015567-09-034-03,00:00.0,00:00.0,00:00.0,E/10707-34,0,13386,Completed,1,00:00.0,00:00.0
DUCO,TECHNIPFMC UMBILICALS LTD,4880,35,0,1,1,0,RB TO AMEND,00:00.0,00:00.0,00:00.0,E/10707-35,0,13387,Completed,1,00:00.0,00:00.0
DUCO,TECHNIPFMC UMBILICALS LTD,4880,36,0,1,1,0,DU015567-09-034-03,00:00.0,00:00.0,00:00.0,E/10707-36,0,13388,Completed,1,00:00.0,00:00.0
DUCO,TECHNIPFMC UMBILICALS LTD,4880,37,10,1,1,0,DU015567-09-033-01 A,00:00.0,00:00.0,00:00.0,E/10707-37,0,13389,Completed,1,23:00.0,00:00.0
DUCO,TECHNIPFMC UMBILICALS LTD,4880,38,10,1,1,0,DU015567-09-033-01 A,00:00.0,00:00.0,00:00.0,E/10707-38,0,13390,Completed,1,08:00.0,00:00.0
DUCO,TECHNIPFMC UMBILICALS LTD,4880,39,10,1,1,0,"DU015567-09-033-03 B
(to replace 12781-2)",00:00.0,00:00.0,00:00.0,E/10707-39,0,13391,Completed,1,10:00.0,00:00.0
DUCO,TECHNIPFMC UMBILICALS LTD,4880,40,10,1,1,0,"DU015567-09-034-01
(to replace 12768-1)",00:00.0,00:00.0,00:00.0,E/10707-40,0,13392,Completed,1,00:00.0,00:00.0
DUCO,TECHNIPFMC UMBILICALS LTD,4880,41,10,1,1,0,DU015567-09-032-01 Rev 05 (to replace 12773-3),00:00.0,00:00.0,00:00.0,E/10707-41,0,13393,Completed,1,00:00.0,00:00.0
DUCO,TECHNIPFMC UMBILICALS LTD,4880,42,0,1,1,0,RB TO AMEND,00:00.0,00:00.0,00:00.0,E/10707-42,0,13394,Completed,1,00:00.0,00:00.0
DUCO,TECHNIPFMC UMBILICALS LTD,4880,43,0,1,1,0,RB TO AMEND,00:00.0,00:00.0,00:00.0,E/10707-43,0,13395,Completed,1,00:00.0,00:00.0
DUCO,TECHNIPFMC UMBILICALS LTD,4880,44,0,1,1,0,RB TO AMEND,00:00.0,00:00.0,00:00.0,E/10707-44,0,13396,Completed,1,00:00.0,00:00.0
DUCO,TECHNIPFMC UMBILICALS LTD,4880,45,0,1,1,0,RB TO AMEND,00:00.0,00:00.0,00:00.0,E/10707-45,0,13397,Completed,1,00:00.0,00:00.0
DUCO,TECHNIPFMC UMBILICALS LTD,4880,46,10,1,1,0,RB TO AMEND,00:00.0,00:00.0,00:00.0,E/10707-46,0,13398,Completed,1,00:00.0,00:00.0
DUCO,TECHNIPFMC UMBILICALS LTD,4880,47,0,1,1,1.2,RB TO AMEND,00:00.0,00:00.0,00:00.0,E/10707-47,1.2,13399,Completed,1,00:00.0,00:00.0
DUCO,TECHNIPFMC UMBILICALS LTD,4880,48,0,1,1,0,RB TO AMEND,00:00.0,00:00.0,00:00.0,E/10707-48,0,13400,Completed,1,00:00.0,00:00.0
DUCO,TECHNIPFMC UMBILICALS LTD,4880,49,0,1,1,0,RB TO AMEND,00:00.0,00:00.0,00:00.0,E/10707-49,0,13401,Completed,1,00:00.0,00:00.0
DUCO,TECHNIPFMC UMBILICALS LTD,4880,50,0,1,1,0,RB TO AMEND,00:00.0,00:00.0,00:00.0,E/10707-50,0,13402,Completed,1,00:00.0,00:00.0
DUCO,TECHNIPFMC UMBILICALS LTD,4880,51,0,1,1,0,RB TO AMEND,00:00.0,00:00.0,00:00.0,E/10707-51,0,13403,Completed,1,00:00.0,00:00.0
DUCO,TECHNIPFMC UMBILICALS LTD,4880,52,0,1,1,0,RB TO AMEND,00:00.0,00:00.0,00:00.0,E/10707-52,0,13404,Completed,1,00:00.0,00:00.0
DUCO,TECHNIPFMC UMBILICALS LTD,4880,53,0,1,1,0,RB TO AMEND,00:00.0,00:00.0,00:00.0,E/10707-53,0,13405,Completed,1,00:00.0,00:00.0
DUCO,TECHNIPFMC UMBILICALS LTD,4880,54,10,1,1,0,RB TO AMEND,00:00.0,00:00.0,00:00.0,E/10707-54,0,13406,Completed,1,57:00.0,00:00.0
DUCO,TECHNIPFMC UMBILICALS LTD,4880,55,0,1,1,1.2,RB TO AMEND,00:00.0,00:00.0,00:00.0,E/10707-55,1.2,13407,Completed,1,00:00.0,00:00.0
DUCO,TECHNIPFMC UMBILICALS LTD,4880,56,0,1,1,0,RB TO AMEND,00:00.0,00:00.0,00:00.0,E/10707-56,0,13408,Completed,1,00:00.0,00:00.0
DUCO,TECHNIPFMC UMBILICALS LTD,4880,57,0,1,1,0,RB TO AMEND,00:00.0,00:00.0,00:00.0,E/10707-57,0,13409,Completed,1,00:00.0,00:00.0
DUCO,TECHNIPFMC UMBILICALS LTD,4880,58,0,1,1,0,RB TO AMEND,00:00.0,00:00.0,00:00.0,E/10707-58,0,13410,Completed,1,00:00.0,00:00.0
DUCO,TECHNIPFMC UMBILICALS LTD,4880,59,0,1,1,0,RB TO AMEND,00:00.0,00:00.0,00:00.0,E/10707-59,0,13411,Completed,1,00:00.0,00:00.0
DUCO,TECHNIPFMC UMBILICALS LTD,4880,60,0,1,1,0,RB TO AMEND,00:00.0,00:00.0,00:00.0,E/10707-60,0,13412,Completed,1,00:00.0,00:00.0
DUCO,TECHNIPFMC UMBILICALS LTD,4880,61,0,1,1,33687.32,STI Ribs VO - VOR 004 rev 2,00:00.0,00:00.0,00:00.0,10075,33687.32,NULL,NULL,NULL,NULL,NULL
DUCO,TECHNIPFMC UMBILICALS LTD,4949,1,30,5,0,89865,STI & UTA cONFIGURATION,00:00.0,00:00.0,00:00.0,E/11027-1,0,12583,Completed,0,00:00.0,00:00.0
DUCO,TECHNIPFMC UMBILICALS LTD,4949,2,30,5,0,89865,STI & UTA cONFIGURATION,00:00.0,00:00.0,00:00.0,E/11027-1,0,12584,Completed,0,08:00.0,00:00.0
DUCO,TECHNIPFMC UMBILICALS LTD,4949,3,30,1,0,18727,PROJECT MANAGEMENT COSTS,00:00.0,00:00.0,00:00.0,E/11027-3,0,12585,Completed,0,00:00.0,00:00.0
DUCO,TECHNIPFMC UMBILICALS LTD,4949,4,30,10,0,3720,PACKING and DELIVERY,00:00.0,00:00.0,00:00.0,E/11027-4,0,12586,Completed,0,11:00.0,00:00.0
DUCO,TECHNIPFMC UMBILICALS LTD,4949,6,0,1,1,5446.48,Variation 15/069 - Additional Fins,00:00.0,00:00.0,00:00.0,E/11027-6,5446.48,NULL,NULL,NULL,NULL,NULL
DUCO,TECHNIPFMC UMBILICALS LTD,4949,8,30,1,0,0,UTA Half Spool Assembly,00:00.0,00:00.0,00:00.0,E/11027-8,0,12908,Completed,0,17:00.0,00:00.0
DUCO,TECHNIPFMC UMBILICALS LTD,4949,9,30,1,0,0,UTA Half Spool Assembly,00:00.0,00:00.0,00:00.0,E/11027-9,0,12909,Completed,0,13:00.0,00:00.0
DUCO,TECHNIPFMC UMBILICALS LTD,4949,10,30,1,0,0,UTA Half Spool Assembly,00:00.0,00:00.0,00:00.0,E/11027-10,0,12910,Completed,0,00:00.0,00:00.0
DUCO,TECHNIPFMC UMBILICALS LTD,4949,11,30,1,0,0,UTA Half Spool Assembly,00:00.0,00:00.0,00:00.0,E/11027-11,0,12911,Completed,0,37:00.0,00:00.0
DUCO,TECHNIPFMC UMBILICALS LTD,4949,12,30,1,0,0,UTA Half Spool Assembly,00:00.0,00:00.0,00:00.0,E/11027-12,0,12912,Completed,0,50:00.0,00:00.0
DUCO,TECHNIPFMC UMBILICALS LTD,4949,13,30,1,0,0,UTA Half Spool Assembly,00:00.0,00:00.0,00:00.0,E/11027-13,0,12913,Completed,0,05:00.0,00:00.0
DUCO,TECHNIPFMC UMBILICALS LTD,4949,17,30,1,0,0,UTA Half Spool Assembly,00:00.0,00:00.0,00:00.0,E/11027-17,0,12917,Completed,0,01:00.0,00:00.0
DUCO,TECHNIPFMC UMBILICALS LTD,4949,21,30,1,0,0,UTA Half Spool Assembly,00:00.0,00:00.0,00:00.0,E/11027-21,0,12921,Completed,0,37:00.0,00:00.0
DUCO,TECHNIPFMC UMBILICALS LTD,4949,22,30,1,0,0,UTA Half Spool Assembly,00:00.0,00:00.0,00:00.0,E/11027-22,0,12922,Completed,0,49:00.0,00:00.0
